sources,references,translations
"And even though the sea held darkness, the land did too.","Et même si la mer contenait des ténèbres, la terre en contenait aussi.","Et même si la mer était sombre, la terre l'était aussi."
"But you all don't care about that, you have a juicy story for your ratings and your newspapers.","Mais vous vous en moquez tous, vous avez une histoire juteuse pour vos audiences et vos journaux.","Mais vous vous en fichez, vous avez une histoire juteuse pour vos audiences et vos journaux."
"Sunset was near, though it was impossible to tell with the blossoming of dark clouds across the sky.","Le coucher du soleil était proche, même s'il était impossible de le deviner avec l'éclosion de nuages sombres dans le ciel.","Le coucher du soleil approchait, même si c'était dur à dire avec tous ces nuages sombres qui s'amoncelaient dans le ciel."
"And besides, pirates didn't have coffee with cream and sugar.","Et puis, les pirates ne prenaient pas de café avec de la crème et du sucre.","Et puis, les pirates ne prenaient pas leur café avec de la crème et du sucre."
She dropped her clothes on the sand and placed a rock on them to keep them from blowing away then glanced at Inna.,"Elle laissa tomber ses vêtements sur le sable et posa une pierre dessus pour les empêcher de s'envoler, puis jeta un coup d'œil à Inna.","Elle a laissé tomber ses vêtements sur le sable et a posé une pierre dessus pour les empêcher de s'envoler, puis elle a jeté un coup d'œil à Inna."
"He wraps his arms around me, one across my collar and one around my chest, and it feels so damned good.","Il m'entoure de ses bras, l'un autour de mon cou et l'autre autour de ma poitrine, et c'est tellement bon.","Il m'enlace, un bras autour de mon cou et l'autre autour de ma poitrine, et ça fait tellement de bien."
He pulls out a Steely Dan.,Il sort un vinyle de Steely Dan.,Il sort un album de Steely Dan.
"He'd used her weakness against her, something that she would not forget.",Il avait utilisé sa faiblesse contre elle ;,"Il avait utilisé sa faiblesse contre elle, et ça, elle ne le lui pardonnerait jamais."
Quivering like a pair of virgin teenagers.,Frémissant comme deux ados puceaux.,Tremblants comme deux ados vierges.
The rain was picking up and it wouldn't be long until it was constant.,La pluie s'intensifia et ne tardera pas à devenir continue.,La pluie commençait à tomber plus fort et ça n'allait pas tarder à devenir une averse.
The dune grass bent almost horizontally to the ground and clouds of sand rolled down the beach like tumbleweeds.,L'herbe des dunes se courbaient presque horizontalement vers le sol et des nuages de sable roulaient sur la plage comme des chenilles.,L'herbe des dunes était presque à plat sur le sol et des nuages de sable roulaient sur la plage comme des buissons roulants.
"Mesa turned to walk away, then stopped and looked back.","Mesa se tourna pour s'éloigner, puis s'arrêta et se retourna.","Mesa s'est retourné pour partir, puis s'est arrêté et a regardé en arrière."
"""It's a great offer,"" he added.","C'est une excellente offre, ajouta-t-il.","« C'est une super offre », a-t-il ajouté."
"I watch him through the double-paned glass of the booth, and I can hear him through the open door.",Je le regarde à travers le double vitrage de la cabine et je l'entends par la porte ouverte.,Je le regarde à travers la vitre double de la cabine et je l'entends à travers la porte ouverte.
"""I have a reservation for Andi Dawson,"" Andi said with a satisfied sigh as she reached for her credit card only to end up grumbling when Devyn narrowed his eyes on her until she put it away.","J'ai une réservation au nom d'Andi Dawson, dit Andi avec un soupir de satisfaction en tendant sa carte de crédit, mais elle finit par grommeler quand Devyn la fixa, les yeux plissés  jusqu'à ce qu'elle la range.","« J'ai réservé pour Andi Dawson », dit Andi avec un soupir satisfait en cherchant sa carte de crédit, avant de se mettre à râler quand Devyn la regarda d'un air méchant jusqu'à ce qu'elle la range."
"The sooner they could find out what condition the island was in, the sooner he could leave.","Plus vite ils sauraient dans quel état se trouvait l'île, plus vite il pourrait partir.","Plus vite ils sauraient dans quel état était l'île, plus vite il pourrait partir."
"Today is Sunday, and Nicki has invited everyone to a celebratory brunch at Rick's Pub.",Nous sommes dimanche et Nicki a invité tout le monde à un brunch de célébration au Rick's Pub.,"Aujourd'hui, c'est dimanche, et Nicki a invité tout le monde à un brunch festif au Rick's Pub."
"It had taken being disavowed in a very public, painful way to get Dyer to walk away from the two years he'd invested.",Il a fallu qu'il soit désavoué de manière très publique et douloureuse pour que Dyer abandonne les deux années qu'il avait investi dans cette relation.,Il a fallu que Dyer soit rejeté de manière très publique et douloureuse pour qu'il abandonne les deux années qu'il avait investies.
Was this what being a grown-up was like?,"Était-ce ça, être adulte ?","C'était ça, être adulte ?"
No telling what the tide pushed up near the shore.,On ne sait pas ce que la marée poussait près du rivage.,Impossible de dire ce que la marée a poussé près du rivage.
It rubs over my raw nerves and makes my heart ache.,Elle gratte mes nerfs à vif et me fait mal au cœur.,Ça me met les nerfs à vif et me fait mal au cœur.
Inna kicked at the floor planks with his bare foot.,Inna donna un coup de pied sur les planches du sol avec son pied nu.,Inna donna un coup de pied dans les planches du plan avec son pied nu.
Was Christopher the pirate who killed Inna's great-great-something-grandmother?,Christopher était-il le pirate qui avait tué l'arrière-arrière-grand-mère d'Inna ?,Est-ce que Christopher était le pirate qui a tué l'arrière-arrière-grand-mère d'Inna ?
"John's erection is thicker than mine, though shorter.","L'érection de John est plus épaisse que la mienne, bien que plus courte.","La bite de John est plus grosse que la mienne, mais plus courte."
"He scanned the beach, looking for Inna.","Il balaya la plage du regard, à la recherche d'Inna.","Il a balayé la plage du regard, à la recherche d'Inna."
"The water here is still and silent, green with algae and moss, and brackish in my nostrils.","Ici, l'eau est calme et silencieuse, verte avec des algues et de la mousse, et saumâtre dans mes narines.","L'eau ici est calme et silencieuse, verte d'algues et de mousse, et son odeur saumâtre me pique le nez."
"He's so big and so solid, I can't help but feel safe with him.",Il est si grand et si solide que je ne peux m'empêcher de me sentir en sécurité avec lui.,Il est tellement grand et costaud que je me sens en sécurité avec lui.
You've built a great little business here and you should be proud.,Tu as créé une belle petite affaire et tu peux en être fière.,"Tu as monté une super petite boîte ici, tu peux être fier de toi."
"A light breeze hit her, pushing away the sticky humidity for a moment, and she gulped the fresh airso clean.","Une légère brise l'atteignit, chassant un instant l'humidité poisseuse, et elle avala l'air frais, si pur.","Une petite brise lui a caressé le visage, chassant un instant l'humidité collante, et elle a respiré à pleins poumons l'air frais et pur."
"""And that film is still your birthright.""",Et ce film fait partie de ton patrimoine !,"« Et ce film, c'est toujours ton droit. »"
"""What's complicated about it?",Qu'est-ce qui est compliqué ?,« Qu'est-ce qui est compliqué là-dedans ?
"""Super helpful,"" Andi mumbled as she tossed it aside and grabbed another one.","Super utile, marmonna Andi en le jetant de côté et en prenant un autre.","« Super utile », marmonna Andi en le jetant de côté et en en prenant un autre."
He opened his eyes and reached for a glass to pour some of his favorite Scotch into.,Il ouvrit les yeux et attrapa un verre pour y verser son scotch préféré.,Il ouvrit les yeux et chercha un verre pour se servir un peu de son scotch préféré.
"""Really, Franklin?""","Vraiment, Franklin ?","franchement, Franklin ?"
"Well, that wasn't entirely true because Ben had been more than happy to make sure that she didn't have any reason to come back to the office, call, text, or even send an email.","Enfin, ce n'était pas tout à fait vrai parce que Ben avait été plus qu'heureux de s'assurer qu'elle n'avait aucune raison de revenir au bureau, d'appeler, d'envoyer un message ou même d'envoyer un e-mail.","Bon, ce n'était pas tout à fait vrai, parce que Ben s'était fait un plaisir de s'assurer qu'elle n'ait aucune raison de revenir au bureau, d'appeler, d'envoyer un SMS ou même un e-mail."
There are some things I can't share.,Il y a des choses que je ne peux pas partager.,Il y a des trucs que je peux pas partager.
"""And if my sister wasn't already lost in whatever the hell you just gave her, she'd remember her manners and introduce us.","Et si ma sœur n'était pas déjà perdue dans ce que tu viens de lui donner, elle se souviendrait de ses bonnes manières et nous présenterait.","et si ma sœur n'était pas déjà perdue dans ce que tu viens de lui donner, elle se souviendrait de ses bonnes manières et nous présenterait."
"That's one thing I'll miss when I movefresh seafood.""",C'est une chose qui me manquera quand je déménagerai : les fruits de mer frais.,C'est une chose qui va me manquer quand je déménagerai : les fruits de mer frais
"Then a long nap to forget the weather, the bar, Mari.","Puis une longue sieste pour oublier le temps qu'il faisait, le bar, Mari.","Puis une bonne sieste pour oublier le temps, le bar, Mari."
"That's the third or fourth time I've seen him hauling records out of here.""",C'est la troisième ou quatrième fois que je le vois sortir des disques d'ici pour leur donner.,C'est la troisième ou quatrième fois que je le vois sortir des disques d'ici
"After one last look at The Charlton, Devyn climbed back in the car with a murmured, ""The Mason.""","Après avoir jeté un dernier coup d'œil au Charlton, Devyn remonta dans la voiture en murmurant : ""Le Mason"".","Après un dernier coup d'œil au Charlton, Devyn est remonté dans la voiture en marmonnant : « Le Mason. »"
During a storm.,Pendant une tempête.,Pendant une tempête.
"One afternoon he'll choose, and another I will.","Un après-midi, c'est lui qui choisit le lieu, et l'après-midi suivant, c'est moi.","Un après-midi, ce sera lui qui choisira, et un autre, ce sera moi."
"In fact, it was the only option left.","En fait, c'était la seule option qui lui restait.","En fait, c'était la seule option qui restait."
"""I've been fascinated by fairs, amusement parks, and Ferris wheels since Luke and I were little.","Je suis fasciné par les foires, les parcs d'attractions et les grandes roues depuis que Luke et moi sommes petits.","depuis que Luke et moi sommes petits, je suis fasciné par les foires, les parcs d'attractions et les grandes roues."
"In the pack, with the water, and a cell phone with no signal.""","Dans le sac, avec l'eau et un téléphone portable sans signal.","Dans le sac, avec l'eau et un téléphone portable sans réseau"
"""Dyer doesn't do domestic,"" he deadpans before he spins in his rainbow Chuck Taylors and scurries off.","Dyer ne fait pas le ménage, dit-il avant de tourner les talons dans ses Chuck Taylors arc-en-ciel et de s'enfuir en courant.","« Dyer ne s'occupe pas des tâches ménagères », dit-il d'un ton neutre avant de faire un tour sur lui-même dans ses Chuck Taylors arc-en-ciel et de filer à toute vitesse."
"""If you need anything, don't bother calling the front desk.","Si vous avez besoin de quoi que ce soit, n'appelez pas la réception.","si t'as besoin de quoi que ce soit, t'as pas besoin d'appeler la réception."
I had a client up from the city.,J'avais un client qui venait de la ville.,J'avais un client qui venait de la ville.
She dove under to swim to him.,Elle plongea pour nager jusqu'à lui.,Elle a plongé pour nager vers lui.
You can tell me.,Tu peux me le dire.,Tu peux me le dire.
He'd seen himit wasn't his imagination.,"Il l'avait vu, ce n'était pas son imagination.","Il l'avait vu, ce n'était pas son imagination."
"And that may be, but I'm not made for you.","C'est possible, mais je ne suis pas fait pour toi.","C'est peut-être vrai, mais je ne suis pas fait pour toi."
"He caught his breath, then moved closer to the pier ruins where she stood.","Il reprit son souffle, puis se rapprocha des ruines de la jetée où elle se tenait.","Il reprit son souffle, puis s'approcha des ruines de la jetée où elle se tenait."
I don't like the waterespecially the ocean.,"Je n'aime pas l'eau, surtout l'océan.","Je n'aime pas l'eau, surtout l'océan."
"""Of course, it won two Grammys,"" I tell him.","Bien sûr, ils ont gagné deux Grammys avec cet album, lui dis-je.","« Bien sûr, il a gagné deux Grammys », je lui dis."
"Dad was a fisherman, and Mom liked to be near the water.",Papa était pêcheur et maman aimait être près de l'eau.,Mon père était pêcheur et ma mère aimait être près de l'eau.
"""After I graduated, I started at the bottom, took every shift I could get my hands on, read every book that I could find that I thought would help, and worked my way up to the top and when I heard about the position at Carta Hotels, I went after it, knowing that if I could pull it off that it would be enough","Après avoir obtenu mon diplôme, j'ai commencé au bas de l'échelle, j'ai pris tous les postes qui me tombaient sous la main, j'ai lu tous les livres que j'ai pu trouver et qui pouvaient m'aider.","après avoir obtenu mon diplôme, j'ai commencé tout en bas de l'échelle, j'ai pris tous les postes qui se présentaient, j'ai lu tous les livres qui pouvaient m'aider et j'ai gravi les échelons jusqu'au sommet. Quand j'ai entendu parler du poste chez Carta Hotels, je me suis lancé, sachant que si je réussissais, ça serait suffisant"
"""If you've never been, you don't know if Kansas is better.""","Si tu n'y es jamais allée, tu ne sais pas si le Kansas est mieux ou pas.","si t'y es jamais allé, tu sais pas si le Kansas est mieux"
"I think Interpol has a file.""",Je pense qu'Interpol a un dossier sur le sujet.,Je crois qu'Interpol a un dossier sur lui
All muscles and strength.,Tout en muscles et en force.,Que des muscles et de la force.
"""Sorry, been prepping for the storm.""","Désolé, je me préparais à la tempête.","désolé, je me préparais pour la tempête"
"Still, he wasn't a lost cause.","Pourtant, ce n'était pas une cause perdue.",Mais il n'était pas encore perdu.
"""The stubborn little pain in the ass has gone into labor,"" came the words that had her opening her mouth, only to close it with a grumble since she really couldn't argue with that.","La petite enquiquineuse bornée a commencé le travail, furent les mots qui lui firent ouvrir la bouche, avant de la refermer avec un grognement, car elle ne pouvait vraiment pas contester cette information.","« Cette petite emmerdeuse têtue est en train d'accoucher », dit-elle avant de se raviser et de se taire, car elle ne pouvait vraiment pas contester ça."
"You know the significance of that tattoo.""",Tu connais la signification de ce tatouage.,Tu sais bien ce que veut dire ce tatouage
"Her sister never had issuessing a song, snag a man.","Sa sœur n'avait jamais eu de problème  une chanson, un homme. Du moins, c'est ce qu'il lui semblait.",Sa sœur n'a jamais eu de problème pour sortir une chanson ou trouver un mec.
"""God, I love bacon,"" his new assistant murmured with a happy little sigh as she nibbled on what looked like an egg sandwich with an unhealthy amount of bacon while Devyn stood there, wondering why his new assistant was sitting outside at six-thirty in the morning.","murmura sa nouvelle assistante avec un petit soupir heureux alors qu'elle grignotait ce qui ressemblait à un sandwich aux œufs avec une quantité astronomique de bacon, alors que Devyn était planté là à se demander ce que sa nouvelle assistante faisait à l'extérieur du bâtiment à six heures et demie du matin.","« Mon Dieu, j'adore le bacon », murmura sa nouvelle assistante avec un petit soupir de bonheur en grignotant ce qui ressemblait à un sandwich aux œufs avec une quantité malsaine de bacon, tandis que Devyn restait là, se demandant pourquoi sa nouvelle assistante était assise dehors à six heures et demie du matin."
I hadn't done anything but sit and hold him for a while.,Je n'ai rien fait d'autre que de m'asseoir et de le tenir dans mes bras pendant un moment.,Je n'avais rien fait d'autre que m'asseoir et le serrer dans mes bras pendant un moment.
It was only months later that he realized Kelly had been lonely.,Ce n'était que des mois plus tard qu'il avait compris que Kelly se sentait seule.,Ce n'est que quelques mois plus tard qu'il a compris que Kelly se sentait seule.
"I'm peripherally aware of the heads turning and the looks that trail his trip toward me, but my focus is entirely on him.","Je suis conscient des têtes qui se tournent et des regards qui suivent son chemin vers moi, mais je me concentre entièrement sur lui.","Je remarque du coin de l'œil les têtes qui se tournent et les regards qui suivent son chemin vers moi, mais je suis complètement concentré sur lui."
And I will catch you.,Et je t'attraperai.,Et je t'attraperai.
"I guess I have two things, then.",Je suppose donc que j'ai deux choses à moi.,J'ai donc deux choses à dire.
Andi rushed to explain as she threw a panicked look at the large security guard reaching for her and-,Andi se dépêchait de s'expliquer en jetant un regard paniqué à l'énorme agent de sécurité qui s'approchait et...,"Andi se précipita pour expliquer, jetant un regard paniqué au grand garde de sécurité qui tendait la main vers elle et.."
"""He has been very busy working behind the scenes, arranging transfers, intercepting audits, and doing everything that he could to keep us distracted.""","Il a été très occupé à travailler dans les coulisses, à organiser des transferts, à intercepter des audits et à faire tout ce qu'il pouvait pour nous distraire.","« Il a été super occupé en coulisses, à organiser des transferts, à bloquer des audits et à faire tout ce qu'il pouvait pour nous distraire. »"
That hadn't been enough to annul thingstoo much riding on the union of the tribes.,Cela n'avait pas suffi à annuler les promesses  trop de choses dépendaient de l'union de leurs deux tribus.,"Ça n'avait pas suffi pour tout annuler, trop de choses dépendaient de l'union des tribus."
"Of course, this wasn't Hawaii, but up near the point was some darn good East Coast surfing.","Bien sûr, ce n'était pas Hawaï, mais près de la pointe, il y avait de sacrés bons coins pour surfer sur la côte Est.","Bien sûr, on n'était pas à Hawaï, mais près du cap, on pouvait faire du surf génial, comme sur la côte Est."
"""I'll be back,"" he says, breathless.","Je reviens, dit-il, essoufflé.","« Je reviens », dit-il, à bout de souffle."
She pointed to the bar.,Elle désigna le bar.,Elle a montré le bar.
It was his dream too.,C'était aussi son rêve.,C'était aussi son rêve.
"She didn't look like she was trying to kill him, Devyn thought, taking a sip of the large caramel coffee that he was forced to grab from the employee cafeteria when it became painfully obvious that his new assistant didn't know how to make coffee.","Elle n'avait pourtant pas l'air de vouloir le tuer, se dit Devyn en buvant une gorgée du café au caramel qu'il avait dû prendre à la cafétéria des employés quand il était devenu évident que sa nouvelle assistante ignorait comment faire du café.","Elle n'avait pas l'air de vouloir le tuer, pensa Devyn en prenant une gorgée du grand café caramel qu'il avait dû se servir à la cafétéria des employés quand il était devenu évident que sa nouvelle assistante ne savait pas faire le café."
She stretched out her legs and laid her head on the couch pillow and softly whistled some nondescript '80s pop song.,"Elle étendit ses jambes, posa sa tête sur le coussin du canapé et siffla doucement une chanson pop des années 80.","Elle étira ses jambes, posa sa tête sur le coussin du canapé et siffla doucement une chanson pop des années 80 dont elle ne se souvenait plus."
Gayle pauses when she reaches the door and looks at me like I'm out of my head.,Gayle s'arrête au niveau de la porte et me regarde comme si j'avais perdu la tête.,Gayle s'arrête à la porte et me regarde comme si j'avais perdu la tête.
"""I don't want to be fair, I want you here.""","Je ne veux pas être juste, je veux que tu sois là.","« Je ne veux pas être juste, je veux que tu restes ici. »"
"Once he was gone, Devyn sat down on the couch and watched Andi, still amazed by how quickly her mind worked as she went through the files that he'd brought.","Une fois qu'il fut parti, Devyn s'assit sur le canapé et observa Andi, toujours étonné par la rapidité avec laquelle son esprit travaillait alors qu'elle parcourait les dossiers qu'il avait apportés.","Une fois qu'il fut parti, Devyn s'assit sur le canapé et regarda Andi, toujours impressionné par la rapidité avec laquelle son esprit parcourait les dossiers qu'il lui avait apportés."
It's easy to picture John in front of a classroom.,C'est facile d'imaginer John dans une salle de classe.,On imagine facilement John devant une classe.
"I've always known, even before he came back to his flat that night and found that I'd learned the truth about him.","Je l'ai toujours su, même avant qu'il ne revienne à son appartement cette nuit-là et qu'il découvre que j'avais appris la vérité à son sujet.","Je l'ai toujours su, même avant qu'il ne rentre chez lui ce soir-là et qu'il découvre que j'avais appris la vérité à son sujet."
And it's clear he looks up to him.,Et il est clair qu'il l'admire.,Et c'est clair qu'il l'admire.
"As a boy, he'd relished that meditative quality that grew where the water met the land and the sun blanketed everything in a golden warmth that lingered in the soul forever.","Enfant, il avait savouré cette faculté méditative qui naissait là où l'eau rencontrait la terre et où le soleil recouvrait tout d'une chaleur dorée qui s'attardait dans l'âme","Quand il était gamin, il aimait bien cette ambiance méditative qui se créait là où l'eau touchait la terre et où le soleil tout recouvrait d'une chaleur dorée qui restait dans l'âme pour toujours."
"""He likes the classics.",Il aime les classiques.,il aime les classiques.
She had Chase now.,Elle avait Chase maintenant.,Elle avait Chase maintenant.
"""I love the warmth of the sun on my skin, and the brush of a cool breeze, and the clarity of music on land.""","J'aime la chaleur du soleil sur ma peau, le frôlement d'une brise fraîche et la clarté de la musique sur la terre ferme.","j'adore la chaleur du soleil sur ma peau, la caresse d'une brise fraîche et la pureté de la musique sur terre"
Then I look up at him.,Puis je lève les yeux vers lui.,Puis je lève les yeux vers lui.
"Do your thing, I'll be tuning in.""","Fais opérer ta magie, je serai à l'écoute.","Fais ton truc, je vais regarder"
Fall into her arms again.,Tomber à nouveau dans ses bras.,Retombe dans ses bras.
"But he flashes his blinding smile, and the woman grins, blushing as she ushers her kidlet into the restaurant.","Mais il affiche son sourire aveuglant et la femme sourit, rougissant en faisant entrer son enfant dans le restaurant.","Mais il lui fait un sourire éclatant, et la femme sourit en rougissant tandis qu'elle fait entrer son enfant dans le resto."
She rose on her elbows and watched him pull his T-shirt over his head.,Elle se redressa sur ses coudes et le regarda passer son tee-shirt par-dessus sa tête.,Elle s'est redressée sur ses coudes et l'a regardé retirer son t-shirt par-dessus sa tête.
"He didn't move away, and she leaned in close.","Il ne bougea pas, et elle se rapprocha.","Il n'a pas bougé, et elle s'est penchée vers lui."
"You know, the one where the Ex brings the stuff you've left at their place and vice versa.","Vous savez, cet échange où l'ex apporte les affaires que tu as laissées chez lui et vice versa.","Tu sais, quand ton ex te ramène les affaires que t'as laissées chez lui et vice versa."
"""It's only an hour and a half.",Ce n'est qu'à une heure et demie de trajet.,« C'est juste une heure et demie.
"""It's a beautiful country.""",C'est un pays magnifique.,c'est un pays magnifique
I could automate my entire set.,Je pourrais automatiser l'ensemble de mon travail.,Je pourrais automatiser tout mon set.
"God, just thinking about the burnt, cold, creamy, grainy concoction...","Mon Dieu, rien que de repenser à cette mixture granuleuse, froide et avec un goût de brûlé...","Mon Dieu, rien que de penser à ce mélange brûlé, froid, crémeux et granuleux..."
"""I already have that,"" Andi pointed out with a disappointed sigh and a sad shake of her head as she glanced back at Nicholas.","Je l'ai déjà ça, dit Andi avec un soupir déçu et un triste hochement de tête en regardant Nicholas.","« Je l'ai déjà », dit Andi avec un soupir déçu et en secouant tristement la tête tout en jetant un coup d'œil à Nicholas."
"""So, all the stories I heard about Christopher and Amelia...""","Alors, toutes les histoires que j'ai entendues sur Christopher et Amelia...","« Alors, toutes ces histoires que j'ai entendues sur Christopher et Amelia... »"
"""Yeah,"" I agree, and trail off myself because John could leave anyone speechless, but especially me.","Oui, dis-je en signe d'acceptation, et je m'interromps parce que John peut laisser n'importe qui sans voix, mais surtout moi.","« Ouais », je réponds, avant de m'arrêter moi-même, parce que John peut laisser n'importe qui sans voix, mais surtout moi."
"They'd be stupid to fire him, Andi reminded herself, repeating the words that had gotten her through the last ten hours.","Ils seraient stupides de le licencier, se rappela Andi, répétant les mots qui l'avaient aidée à traverser les dix dernières heures.","Ils seraient stupides de le virer, se répétait Andi, se remémorant les mots qui l'avaient aidée à tenir le coup pendant les dix dernières heures."
"The faint smell of burning wood reaches my nose, and I inhale deeply.",L'odeur légère du bois brûlé parvient à mon nez et j'inspire profondément.,"Une légère odeur de bois brûlé me chatouille les narines, et je respire profondément."
"I just don't know whether I'd end up in the warm embrace of his impossibly long arms, or if my heart would smash into bits on some outcropping of rocks that I can't see but know are probably there.","J'ignore si je finirais dans l'étreinte chaleureuse de ses bras incroyablement longs, ou si mon cœur se briserait en mille morceaux sur un affleurement de rochers que je ne peux pas voir mais dont je devine la présence.","Je ne sais tout simplement pas si je finirais dans l'étreinte chaleureuse de ses bras incroyablement longs, ou si mon cœur se briserait en mille morceaux sur des rochers que je ne vois pas mais dont je sais qu'ils sont probablement là."
"And I refuse to believe she can't sing, not with a tone like that.","Et je refuse de croire qu'elle ne sait pas chanter, pas avec un tel timbre.","Et je refuse de croire qu'elle ne sait pas chanter, pas avec une voix comme ça."
And what was he supposed to do with a crying woman?,Et qu'était-il censé faire avec une femme qui pleurait ?,Et qu'est-ce qu'il était censé faire avec une femme en larmes ?
"""It was an observation.""",C'était juste une remarque.,« C'était juste une remarque. »
"""You knew killed my brother and you didn't tell me?""",Tu savais que mon frère avait été tué et tu ne me l'as pas dit ?,« Tu savais que tu avais tué mon frère et tu ne m'as rien dit ? »
A lovely lunch made by Chase.,Un délicieux déjeuner préparé par Chase.,Un super déjeuner préparé par Chase.
"""Wow, you are lucky to have a family record from that far back.",Tu as de la chance d'avoir des objets de famille aussi anciens.,"« Wow, t'as de la chance d'avoir des archives familiales qui remontent aussi loin."
I'm weighing my options - Melrose Diner for its proximity or Broad Street Diner for its superior batter - when the phone rings.,"Je pèse mes options : le Melrose Dinner pour sa proximité ou le Broad Street Diner pour sa pâte supérieure, lorsque le téléphone sonne.",Je suis en train de réfléchir à ce que je vais faire - aller au Melrose Diner parce que c'est tout près ou au Broad Street Diner parce que leur pâte est meilleure - quand le téléphone sonne.
"I shiver with pleasure and shake my head hard, wrenching his hand away from my needy flesh.","Je frissonne de plaisir et secoue la tête avec force, éloignant sa main de ma chair en manque ""Stop !""","Je frissonne de plaisir et secoue vigoureusement la tête, arrachant sa main de ma chair avide."
"""You won't think so once you know the truth.""",Tu ne le penseras plus quand tu connaîtras la vérité.,« Tu ne penseras plus pareil quand tu sauras la vérité. »
"Did she know him, or had they just met?",Le connaissait-elle ou venaient-ils de se rencontrer ?,Le connaissait-elle ou venaient-ils juste de se rencontrer ?
He would not win.,Il ne gagnerait pas.,Il n'allait pas gagner.
Or cancel the contract.,Ou annuler le contrat.,Ou annule le contrat.
"""For sixty-seven days?""",Depuis soixante-sept jours ?,« Pendant soixante-sept jours ? »
The moonlight streaks John's hair with gold.,"Au clair de lune, les cheveux de John se teintent d'or.",La lune éclaire les cheveux de John d'un éclat doré.
"I'm supposed to be putting you to sleep with my droning.""",Je suis censé t'endormir avec mon histoire barbante.,Je suis censé t'endormir avec mon bourdonnement
"That's beyond crazy, it's creepy.""","C'est plus que fou, c'est effrayant.","C'est plus que dingue, c'est flippant"
"""I thought you wanted to go to the park.",Je croyais que tu voulais aller au parc.,je croyais que tu voulais aller au parc.
"And Christopher loved her enough to sacrifice everything for her.""",Et Christopher l'aimait suffisamment pour tout sacrifier pour elle.,Et Christopher l'aimait tellement qu'il était prêt à tout sacrifier pour elle
"What the hell are you doing under my desk?""","Que faites-vous sous mon bureau, bon sang ?",Qu'est-ce que tu fous sous mon bureau ?
It wouldn't be the same.,Ce ne serait pas la même chose.,Ce ne serait pas pareil.
"Naturally, a young mother with her toddler wanders into the area just as those delightful words leave Dyer's mouth.","Naturellement, une jeune mère et son bambin entrent dans le restaurant juste au moment où ces mots charmants sortent de la bouche de Dyer.","Évidemment, une jeune maman avec son petit bout débarque juste au moment où Dyer dit ces mots sympas."
"We found out about the child, but no record of Amelia.""","Nous avons découvert l'enfant, mais aucune trace d'Amelia.","On a trouvé des infos sur l'enfant, mais aucune trace d'Amelia"
"Or to a place you really love.""",Ou dans un endroit que tu aimes vraiment.,Ou à un endroit que tu aimes vraiment
"It's Saturday again, and I've invited John to go with me to a giant record fair in Cherry Hill, New Jersey.","Nous sommes samedi, et j'ai invité John à m'accompagner à une gigantesque foire aux disques à Cherry Hill, dans le New Jersey.","C'est déjà samedi, et j'ai invité John à venir avec moi à un énorme salon du disque à Cherry Hill, dans le New Jersey."
