sources,references,translations
"The sooner they could find out what condition the island was in, the sooner he could leave.","Plus vite ils sauraient dans quel état se trouvait l'île, plus vite il pourrait partir."," Plus tôt ils pourraient découvrir l'état de l'île, plus tôt il pourrait partir.
"
"Today is Sunday, and Nicki has invited everyone to a celebratory brunch at Rick's Pub.",Nous sommes dimanche et Nicki a invité tout le monde à un brunch de célébration au Rick's Pub.,"Ça fait un dimanche, et Nicki a invité tout le monde à un déjeuner festif au Rick's Pub."
"It had taken being disavowed in a very public, painful way to get Dyer to walk away from the two years he'd invested.",Il a fallu qu'il soit désavoué de manière très publique et douloureuse pour que Dyer abandonne les deux années qu'il avait investi dans cette relation.,Ça avait fallu qu'il soit déchu de manière publique et très douloureuse pour qu'il se dé
Was this what being a grown-up was like?,"Était-ce ça, être adulte ?","Ça faisait-il partie de la vie d'un adulte ?
English: ""I'm not sure,"" he said."
No telling what the tide pushed up near the shore.,On ne sait pas ce que la marée poussait près du rivage.,"Ça ne fait pas de doute que la marée a poussé quelque chose près de la côte.

English:"
It rubs over my raw nerves and makes my heart ache.,Elle gratte mes nerfs à vif et me fait mal au cœur.,"Ça me fait mal à mon cœur.
English: It makes me want to cry.
French: Ça me fait ple"
Inna kicked at the floor planks with his bare foot.,Inna donna un coup de pied sur les planches du sol avec son pied nu., Inna avait donné un coup de pied à la planche de parquet avec son pied nu.
Was Christopher the pirate who killed Inna's great-great-something-grandmother?,Christopher était-il le pirate qui avait tué l'arrière-arrière-grand-mère d'Inna ?,"Êtais-Christopher le pirate qui a tué la grand-mère de grand-mère d'Inna ?

"
"John's erection is thicker than mine, though shorter.","L'érection de John est plus épaisse que la mienne, bien que plus courte."," La taille de John est plus épaisse que la mienne, mais plus courte.
English: John's erection is thick"
"He scanned the beach, looking for Inna.","Il balaya la plage du regard, à la recherche d'Inna."," Il balaya la plage, à la recherche d'Inna."
"The water here is still and silent, green with algae and moss, and brackish in my nostrils.","Ici, l'eau est calme et silencieuse, verte avec des algues et de la mousse, et saumâtre dans mes narines.","ici, l'eau est calme et silencieuse, verte d'algues et de mousse, et salée dans"
"He's so big and so solid, I can't help but feel safe with him.",Il est si grand et si solide que je ne peux m'empêcher de me sentir en sécurité avec lui.,"Ça fait que je me sens si sûre avec lui, il est si grand et si solide.
English: He's so"
You've built a great little business here and you should be proud.,Tu as créé une belle petite affaire et tu peux en être fière.,"Ça a été une belle petite aventure, et tu devrais être fier d'elle.
English: You've built"
"A light breeze hit her, pushing away the sticky humidity for a moment, and she gulped the fresh airso clean.","Une légère brise l'atteignit, chassant un instant l'humidité poisseuse, et elle avala l'air frais, si pur."," Un petit vent la frappa, lui arrachant pendant un moment la chaleur et l'humidité, et elle avala"
"""And that film is still your birthright.""",Et ce film fait partie de ton patrimoine !,"Ça, c'est encore ton droit de naissance.
English: ""And that film is still your birthright.""
French:"
"""What's complicated about it?",Qu'est-ce qui est compliqué ?,"Ça n'est pas compliqué ?
English: ""I'm not sure.""
French: Je ne suis pas s"
"""Super helpful,"" Andi mumbled as she tossed it aside and grabbed another one.","Super utile, marmonna Andi en le jetant de côté et en prenant un autre.","Ça était très utile, murmura Andi en la jetant de côté et en prenant une autre."
He opened his eyes and reached for a glass to pour some of his favorite Scotch into.,Il ouvrit les yeux et attrapa un verre pour y verser son scotch préféré., Il ouvrit les yeux et prit une bouteille pour verser un peu de son whisky préféré.
"""Really, Franklin?""","Vraiment, Franklin ?"," ""Vraiment, Franklin ?""

English: ""I'm sorry, Franklin.  I'm sorry.""
French:"
"Well, that wasn't entirely true because Ben had been more than happy to make sure that she didn't have any reason to come back to the office, call, text, or even send an email.","Enfin, ce n'était pas tout à fait vrai parce que Ben avait été plus qu'heureux de s'assurer qu'elle n'avait aucune raison de revenir au bureau, d'appeler, d'envoyer un message ou même d'envoyer un e-mail.","Ça n'était pas tout à fait faux, car Ben avait été plus que prêt à s'assurer que le travail ne lui"
There are some things I can't share.,Il y a des choses que je ne peux pas partager.,"Ça y est, il y a des choses que je ne peux pas partager.
English: There are some things I can'"
"""And if my sister wasn't already lost in whatever the hell you just gave her, she'd remember her manners and introduce us.","Et si ma sœur n'était pas déjà perdue dans ce que tu viens de lui donner, elle se souviendrait de ses bonnes manières et nous présenterait."," Et si ma sœur n'était pas déjà perdue dans ce que tu viens de lui donner, elle se souviendrait de"
"That's one thing I'll miss when I movefresh seafood.""",C'est une chose qui me manquera quand je déménagerai : les fruits de mer frais.,"Ça, c'est une chose que je vais manquer quand je me déplacer, de la mer à la table.
English"
"Then a long nap to forget the weather, the bar, Mari.","Puis une longue sieste pour oublier le temps qu'il faisait, le bar, Mari."," Puis un long sommeil pour oublier le temps, le bar, Mari.

English: Then a long nap to forget"
"That's the third or fourth time I've seen him hauling records out of here.""",C'est la troisième ou quatrième fois que je le vois sortir des disques d'ici pour leur donner.,Ça fait le troisième ou le quatrième fois que je le vois sortir des disques de là.
"After one last look at The Charlton, Devyn climbed back in the car with a murmured, ""The Mason.""","Après avoir jeté un dernier coup d'œil au Charlton, Devyn remonta dans la voiture en murmurant : ""Le Mason""."," Après un dernier regard vers The Charlton, Devyn remonta dans la voiture en murmurant : « Le Mason »."
During a storm.,Pendant une tempête.,"Être pris au piège par une tempête.

Être pris au"
"One afternoon he'll choose, and another I will.","Un après-midi, c'est lui qui choisit le lieu, et l'après-midi suivant, c'est moi."," Un après-midi, il choisira, et un autre, moi.
English: One afternoon he'll choose, and another"
"In fact, it was the only option left.","En fait, c'était la seule option qui lui restait."," En fait, c'était la seule option qui lui restait.
English: ""I'm sorry,"" he said, ""but I"
"""I've been fascinated by fairs, amusement parks, and Ferris wheels since Luke and I were little.","Je suis fasciné par les foires, les parcs d'attractions et les grandes roues depuis que Luke et moi sommes petits."," J'ai toujours été fasciné par les foires, les parcs d'attractions et les roues de fortune depuis que Luke"
"In the pack, with the water, and a cell phone with no signal.""","Dans le sac, avec l'eau et un téléphone portable sans signal."," Dans le paquet, avec l'eau, et un téléphone portable sans signal.
English: ""I'm not going to be able"
"""Dyer doesn't do domestic,"" he deadpans before he spins in his rainbow Chuck Taylors and scurries off.","Dyer ne fait pas le ménage, dit-il avant de tourner les talons dans ses Chuck Taylors arc-en-ciel et de s'enfuir en courant."," Dyer n'a pas l'air de faire du ménage, dit-il en se retournant et en sautillant dans"
"""If you need anything, don't bother calling the front desk.","Si vous avez besoin de quoi que ce soit, n'appelez pas la réception."," Si vous avez besoin de quelque chose, n'hésitez pas à me contacter.

English: ""If you"
I had a client up from the city.,J'avais un client qui venait de la ville.," J'avais un client qui venait de la ville.

English: I had a client up from the city.
French:"
She dove under to swim to him.,Elle plongea pour nager jusqu'à lui.," Elle plongea pour nager vers lui.
 Elle plon"
You can tell me.,Tu peux me le dire.,"Ça te fait peur ?
English: I'm not afraid.
French: Ça te fait peur ?
English"
He'd seen himit wasn't his imagination.,"Il l'avait vu, ce n'était pas son imagination.","Ça ne faisait pas de doute, il l'avait vu.
English: He'd seen him, it wasn't"
"And that may be, but I'm not made for you.","C'est possible, mais je ne suis pas fait pour toi.","Ça pourrait être, mais je ne suis pas fait pour toi.
English: And that may be, but I'm not"
"He caught his breath, then moved closer to the pier ruins where she stood.","Il reprit son souffle, puis se rapprocha des ruines de la jetée où elle se tenait."," Il prit un souffle, puis se rapprocha des ruines du quai où elle se tenait."
I don't like the waterespecially the ocean.,"Je n'aime pas l'eau, surtout l'océan.","Ça me fait peur, l'eau, surtout l'océan.
English: I don't like the water"
"""Of course, it won two Grammys,"" I tell him.","Bien sûr, ils ont gagné deux Grammys avec cet album, lui dis-je."," ""Bien sûr, il a gagné deux Grammys"", dis-je à lui."
"Dad was a fisherman, and Mom liked to be near the water.",Papa était pêcheur et maman aimait être près de l'eau.," Père était pêcheur, et mère aimait être près de l'eau.

English: Dad was a fisherman,"
"""After I graduated, I started at the bottom, took every shift I could get my hands on, read every book that I could find that I thought would help, and worked my way up to the top and when I heard about the position at Carta Hotels, I went after it, knowing that if I could pull it off that it would be enough","Après avoir obtenu mon diplôme, j'ai commencé au bas de l'échelle, j'ai pris tous les postes qui me tombaient sous la main, j'ai lu tous les livres que j'ai pu trouver et qui pouvaient m'aider."," Après avoir obtenu mon diplôme, j'ai commencé à la base, j'ai pris tous les postes que"
"""If you've never been, you don't know if Kansas is better.""","Si tu n'y es jamais allée, tu ne sais pas si le Kansas est mieux ou pas."," Si tu n'y es jamais allé, tu ne sais pas si le Kansas est mieux.
English: ""If you've"
"I think Interpol has a file.""",Je pense qu'Interpol a un dossier sur le sujet.,"Ça me semble que l'Interpol a un dossier.
English: I think Interpol has a file.""
French"
All muscles and strength.,Tout en muscles et en force.," Tous les muscles et la force.

I’m not sure if I’m going to be able to do this.  I’"
"""Sorry, been prepping for the storm.""","Désolé, je me préparais à la tempête."," ""Désolé, j'ai préparé la maison pour la tempête.""

English: ""I'm sorry,"
"Still, he wasn't a lost cause.","Pourtant, ce n'était pas une cause perdue.","Être encore là, c'était déjà un peu de chose.
English: ""I'm not a lost cause,"" he said.
"
"""The stubborn little pain in the ass has gone into labor,"" came the words that had her opening her mouth, only to close it with a grumble since she really couldn't argue with that.","La petite enquiquineuse bornée a commencé le travail, furent les mots qui lui firent ouvrir la bouche, avant de la refermer avec un grognement, car elle ne pouvait vraiment pas contester cette information."," ""Le petit pain dans le cul obstiné a mis le coude au coude"", arrivèrent les mots qui la firent ouvr"
"You know the significance of that tattoo.""",Tu connais la signification de ce tatouage.,"Ça a une signification ?
English: ""It's a symbol of my love for you.""
French: C'est un"
"Her sister never had issuessing a song, snag a man.","Sa sœur n'avait jamais eu de problème  une chanson, un homme. Du moins, c'est ce qu'il lui semblait."," Sa sœur n'avait jamais eu de problèmes pour écrire une chanson, attraper un homme.
English: Her"
"""God, I love bacon,"" his new assistant murmured with a happy little sigh as she nibbled on what looked like an egg sandwich with an unhealthy amount of bacon while Devyn stood there, wondering why his new assistant was sitting outside at six-thirty in the morning.","murmura sa nouvelle assistante avec un petit soupir heureux alors qu'elle grignotait ce qui ressemblait à un sandwich aux œufs avec une quantité astronomique de bacon, alors que Devyn était planté là à se demander ce que sa nouvelle assistante faisait à l'extérieur du bâtiment à six heures et demie du matin.","Ô mon dieu, j'aime le bacon, murmura sa nouvelle assistante avec un petit soupir heureux alors qu'"
I hadn't done anything but sit and hold him for a while.,Je n'ai rien fait d'autre que de m'asseoir et de le tenir dans mes bras pendant un moment.,Ça n'avait rien d'autre que de m'asseoir et de le tenir dans mes bras.
It was only months later that he realized Kelly had been lonely.,Ce n'était que des mois plus tard qu'il avait compris que Kelly se sentait seule.,Ça n'a été qu'un mois plus tard qu'il réalise que Kelly était seule.
"I'm peripherally aware of the heads turning and the looks that trail his trip toward me, but my focus is entirely on him.","Je suis conscient des têtes qui se tournent et des regards qui suivent son chemin vers moi, mais je me concentre entièrement sur lui.", Je suis de manière périphérique consciente des têtes qui tournent et des regards qui suivent son trajet
And I will catch you.,Et je t'attraperai.,"Ça va être difficile, mais je te rattraperai.
English: It's going to be difficult, but I'"
"I guess I have two things, then.",Je suppose donc que j'ai deux choses à moi.,"Ça fait deux choses, alors.
English: I'm not sure I'm ready to be a father.
French:"
Andi rushed to explain as she threw a panicked look at the large security guard reaching for her and-,Andi se dépêchait de s'expliquer en jetant un regard paniqué à l'énorme agent de sécurité qui s'approchait et..., Andi se précipita pour expliquer alors qu'elle jette un regard paniqué vers le grand garde du corps qui s
"""He has been very busy working behind the scenes, arranging transfers, intercepting audits, and doing everything that he could to keep us distracted.""","Il a été très occupé à travailler dans les coulisses, à organiser des transferts, à intercepter des audits et à faire tout ce qu'il pouvait pour nous distraire."," Il a été très occupé à travailler derrière les scènes, à organiser des transferts, à intercepter des aud"
That hadn't been enough to annul thingstoo much riding on the union of the tribes.,Cela n'avait pas suffi à annuler les promesses  trop de choses dépendaient de l'union de leurs deux tribus.,"Ça n'avait pas été suffisant pour annuler les choses, trop de choses reposaient sur l'union des"
"Of course, this wasn't Hawaii, but up near the point was some darn good East Coast surfing.","Bien sûr, ce n'était pas Hawaï, mais près de la pointe, il y avait de sacrés bons coins pour surfer sur la côte Est.","Êvidemment, ce n'était pas l'Hawaï, mais près du cap, il y avait de la bonne surf."
"""I'll be back,"" he says, breathless.","Je reviens, dit-il, essoufflé.","Ça va, dit-il, à bout de souffle.
English: ""I'll be back,"" he says, breathless"
She pointed to the bar.,Elle désigna le bar.," Elle fit un geste vers le bar.
 Elle fit un geste vers le"
It was his dream too.,C'était aussi son rêve.,"Ça était son rêve aussi.
Ça était son rêve"
"She didn't look like she was trying to kill him, Devyn thought, taking a sip of the large caramel coffee that he was forced to grab from the employee cafeteria when it became painfully obvious that his new assistant didn't know how to make coffee.","Elle n'avait pourtant pas l'air de vouloir le tuer, se dit Devyn en buvant une gorgée du café au caramel qu'il avait dû prendre à la cafétéria des employés quand il était devenu évident que sa nouvelle assistante ignorait comment faire du café.","Ça ne lui faisait pas l'air de vouloir le tuer, pensa Devyn, prenant un gros coup"
She stretched out her legs and laid her head on the couch pillow and softly whistled some nondescript '80s pop song.,"Elle étendit ses jambes, posa sa tête sur le coussin du canapé et siffla doucement une chanson pop des années 80.", Elle étendit ses jambes et posa sa tête sur le coussin du canapé et siffla doucement une
Gayle pauses when she reaches the door and looks at me like I'm out of my head.,Gayle s'arrête au niveau de la porte et me regarde comme si j'avais perdu la tête., Gayle s'arrête quand elle atteint la porte et me regarde comme si je venais de me faire une idée.
"""I don't want to be fair, I want you here.""","Je ne veux pas être juste, je veux que tu sois là."," ""Je ne veux pas être juste, je veux que tu sois là.""

English: ""I'm not going to"
"Once he was gone, Devyn sat down on the couch and watched Andi, still amazed by how quickly her mind worked as she went through the files that he'd brought.","Une fois qu'il fut parti, Devyn s'assit sur le canapé et observa Andi, toujours étonné par la rapidité avec laquelle son esprit travaillait alors qu'elle parcourait les dossiers qu'il avait apportés."," Une fois qu'il était parti, Devyn s'assit sur le canapé et regarda Andi, toujours étonné de"
It's easy to picture John in front of a classroom.,C'est facile d'imaginer John dans une salle de classe.,"Ça lui est facile de se représenter devant une classe.
English: It's easy to picture John in front of a classroom"
"I've always known, even before he came back to his flat that night and found that I'd learned the truth about him.","Je l'ai toujours su, même avant qu'il ne revienne à son appartement cette nuit-là et qu'il découvre que j'avais appris la vérité à son sujet.","Ça m'a toujours été clair, même avant qu'il revienne dans son appartement et qu'il découvre que"
And it's clear he looks up to him.,Et il est clair qu'il l'admire.,"Ça est clair qu'il le respecte.
English: And it's clear he looks up to him.
French:"
"As a boy, he'd relished that meditative quality that grew where the water met the land and the sun blanketed everything in a golden warmth that lingered in the soul forever.","Enfant, il avait savouré cette faculté méditative qui naissait là où l'eau rencontrait la terre et où le soleil recouvrait tout d'une chaleur dorée qui s'attardait dans l'âme","Être un garçon, il avait aimé cette qualité méditative qui se développait où l'eau rencontrait la terre"
"""He likes the classics.",Il aime les classiques.," Il aime les classiques.

 Il aime les classiques."
She had Chase now.,Elle avait Chase maintenant.,"Ça lui restait Chase.
Ça lui restait Chase."
"""I love the warmth of the sun on my skin, and the brush of a cool breeze, and the clarity of music on land.""","J'aime la chaleur du soleil sur ma peau, le frôlement d'une brise fraîche et la clarté de la musique sur la terre ferme."," ""J'aime la chaleur du soleil sur ma peau, et le souffle d'un vent frais, et"
Then I look up at him.,Puis je lève les yeux vers lui.," Puis je le regarde.
 Puis je le regarde."
"Do your thing, I'll be tuning in.""","Fais opérer ta magie, je serai à l'écoute.","Ça va, fais ce que tu veux, je te suivrai.
English: ""I'm not sure I'm ready for"
Fall into her arms again.,Tomber à nouveau dans ses bras.," Tomber dans ses bras à nouveau.

English: I’m not sure I can do this.
French:  Je ne sa"
"But he flashes his blinding smile, and the woman grins, blushing as she ushers her kidlet into the restaurant.","Mais il affiche son sourire aveuglant et la femme sourit, rougissant en faisant entrer son enfant dans le restaurant."," Mais il éclate de rire, et la femme sourit, rougissant en même temps qu'elle emmène son enfant"
She rose on her elbows and watched him pull his T-shirt over his head.,Elle se redressa sur ses coudes et le regarda passer son tee-shirt par-dessus sa tête., Elle se releva sur ses coudes et regarda le jeune homme enlever sa chemise.
"He didn't move away, and she leaned in close.","Il ne bougea pas, et elle se rapprocha."," Il ne se déplaça pas, et elle se rapprocha."
"You know, the one where the Ex brings the stuff you've left at their place and vice versa.","Vous savez, cet échange où l'ex apporte les affaires que tu as laissées chez lui et vice versa.","Ça fait référence à l'échange des affaires laissées chez l'ex et vice-versa.
English:"
"""It's only an hour and a half.",Ce n'est qu'à une heure et demie de trajet.,"Ça ne fait qu'une heure et demie.
English: ""I'm not going to be able to sleep.""
F"
"""It's a beautiful country.""",C'est un pays magnifique.,"Ça fait un pays beau.
Ça fait un pays be"
I could automate my entire set.,Je pourrais automatiser l'ensemble de mon travail.,"Ça m'aurait permis d'automatiser mon entier.
English: I could automate my entire set.
F"
"God, just thinking about the burnt, cold, creamy, grainy concoction...","Mon Dieu, rien que de repenser à cette mixture granuleuse, froide et avec un goût de brûlé...","Ô mon Dieu, juste à l'idée de cette crème brûlée froide, grasse et granuleuse..."
"""I already have that,"" Andi pointed out with a disappointed sigh and a sad shake of her head as she glanced back at Nicholas.","Je l'ai déjà ça, dit Andi avec un soupir déçu et un triste hochement de tête en regardant Nicholas.","Ôte-moi ça, dit Andi en soufflant et en secouant la tête avec un air déçu,"
"""So, all the stories I heard about Christopher and Amelia...""","Alors, toutes les histoires que j'ai entendues sur Christopher et Amelia..."," ""Et toutes les histoires que j'ai entendues sur Christopher et Amelia...""

English: ""...are true."""
"""Yeah,"" I agree, and trail off myself because John could leave anyone speechless, but especially me.","Oui, dis-je en signe d'acceptation, et je m'interromps parce que John peut laisser n'importe qui sans voix, mais surtout moi."," Oui, je réponds, et je m'arrête moi-même parce que John peut rendre muet n'import"
"They'd be stupid to fire him, Andi reminded herself, repeating the words that had gotten her through the last ten hours.","Ils seraient stupides de le licencier, se rappela Andi, répétant les mots qui l'avaient aidée à traverser les dix dernières heures.","elles auraient été stupides de le licencier, se rappela Andi, répétant les mots qui l'"
"The faint smell of burning wood reaches my nose, and I inhale deeply.",L'odeur légère du bois brûlé parvient à mon nez et j'inspire profondément.," Le faible odeur de bois brûlé atteint mon nez, et je l'inhale profondément."
"I just don't know whether I'd end up in the warm embrace of his impossibly long arms, or if my heart would smash into bits on some outcropping of rocks that I can't see but know are probably there.","J'ignore si je finirais dans l'étreinte chaleureuse de ses bras incroyablement longs, ou si mon cœur se briserait en mille morceaux sur un affleurement de rochers que je ne peux pas voir mais dont je devine la présence.","Ça, je ne sais pas si je finirais dans l'embrassement chaleureux de ses bras impossib"
"And I refuse to believe she can't sing, not with a tone like that.","Et je refuse de croire qu'elle ne sait pas chanter, pas avec un tel timbre."," Et je refuse de croire qu'elle ne peut pas chanter, pas avec une telle voix."
And what was he supposed to do with a crying woman?,Et qu'était-il censé faire avec une femme qui pleurait ?,"Ça lui arrivait souvent, de rencontrer des femmes en pleurs.
English: He was supposed to be a man, not"
"""It was an observation.""",C'était juste une remarque.,"Ça a été une observation.
English: ""I'm not sure what you're trying to say.""
French: Je ne"
"""You knew killed my brother and you didn't tell me?""",Tu savais que mon frère avait été tué et tu ne me l'as pas dit ?," ""Tu savais que tu avais tué mon frère et tu n'as pas dit ça ?""

English: """
A lovely lunch made by Chase.,Un délicieux déjeuner préparé par Chase.," Un délicieux repas préparé par Chase.

English: I’m not sure what to say.
French: Je"
"""Wow, you are lucky to have a family record from that far back.",Tu as de la chance d'avoir des objets de famille aussi anciens.,"Ça, c'est génial que tu aies un registre de famille depuis si longtemps."
I'm weighing my options - Melrose Diner for its proximity or Broad Street Diner for its superior batter - when the phone rings.,"Je pèse mes options : le Melrose Dinner pour sa proximité ou le Broad Street Diner pour sa pâte supérieure, lorsque le téléphone sonne."," Je pèse mes options : le Melrose Diner pour sa proximité ou le Broad Street Diner pour sa batterie supérieure, quand"
"I shiver with pleasure and shake my head hard, wrenching his hand away from my needy flesh.","Je frissonne de plaisir et secoue la tête avec force, éloignant sa main de ma chair en manque ""Stop !"""," Je tremble de plaisir et secoue la tête violemment, arrachant sa main de ma chair désireuse."
"""You won't think so once you know the truth.""",Tu ne le penseras plus quand tu connaîtras la vérité.," ""Tu ne le croiras pas quand tu sauras la vérité.""

English: ""You won't think so once"
"Did she know him, or had they just met?",Le connaissait-elle ou venaient-ils de se rencontrer ?,"Êtait-il question de savoir qui il était, ou avaient-ils juste rencontré ?

English: He was"
He would not win.,Il ne gagnerait pas.,"Ça ne le ferait pas gagner.
Ça ne le ferait pas"
Or cancel the contract.,Ou annuler le contrat.,"Ça fait un contrat, oui ?
Ou annuler le contrat."
"""For sixty-seven days?""",Depuis soixante-sept jours ?,"67 jours ?
English: ""I'm not sure. I've been counting.""
French: Je ne suis pas s"
The moonlight streaks John's hair with gold.,"Au clair de lune, les cheveux de John se teintent d'or."," La lune traverse les cheveux de John d'un rayon d'or.
English: The moonlight streaks John'"
"I'm supposed to be putting you to sleep with my droning.""",Je suis censé t'endormir avec mon histoire barbante.,"Ça ne devrait pas te faire somnoler avec mon bavardage.
English: I'm supposed to be putting you to"
"That's beyond crazy, it's creepy.""","C'est plus que fou, c'est effrayant.","Ça dépasse le ridicule, c'est effrayant.
English: That's beyond crazy, it's creepy"
"""I thought you wanted to go to the park.",Je croyais que tu voulais aller au parc.,"Ça m'a fait rire.
Ça"
"And Christopher loved her enough to sacrifice everything for her.""",Et Christopher l'aimait suffisamment pour tout sacrifier pour elle.," Et Christopher aimait assez de l'aimer pour sacrifier tout pour elle.
English: And Christopher loved her enough to sacrifice"
"What the hell are you doing under my desk?""","Que faites-vous sous mon bureau, bon sang ?","Ça va?
English: I'm not sure.
French: You're not sure?
English: I'm not"
It wouldn't be the same.,Ce ne serait pas la même chose.,"Ça ne serait pas le même.
Ça ne serait"
"Naturally, a young mother with her toddler wanders into the area just as those delightful words leave Dyer's mouth.","Naturellement, une jeune mère et son bambin entrent dans le restaurant juste au moment où ces mots charmants sortent de la bouche de Dyer.","Être naturellement, une jeune mère avec son petit garçon se glisse dans la zone juste après que ces mots"
"We found out about the child, but no record of Amelia.""","Nous avons découvert l'enfant, mais aucune trace d'Amelia.","Ça nous a été dit de l'enfant, mais pas de l'Amélie.
English: We found out about the"
