sources,references,translations
"""We'll have a big party before I close for good.",Nous ferons une grande fête avant de fermer pour de bon.,Ça va être une grande fête avant que je ne ferme pour de bon.
Hurricane Giselle was nothing to fool around with.,L'ouragan Giselle n'était pas à prendre à la légère.,Ça faisait pas de bonne affaire de jouer avec le cyclone Giselle.
"Oh, that couldn't be good, she thought when she saw the puddle forming on the floor around her.","Oh, ça ne présageait rien de bon, pensa-t-elle en voyant la flaque qui se formait sur le sol autour d'elle.","Ça ne pouvait pas être bon, pensa-t-elle lorsqu'elle vit la formation d'un petit lac autour d'elle."
"We can duck out for a little while, yeah?""","On peut s'éclipser un moment, d'accord ?","Ça fait un moment que je ne te vois pas, dit-il."
"I have to make sure the bar's safe first.""",Je dois d'abord m'assurer que le bar est sécurisé.,"Ça, je dois vérifier que le bar est en sécurité d'abord."
No more...anything.,Plus rien.,Ça suffit...
"Maybe some Joy Division, a little Sigur Ros, a bit of Bilal, definitely James Blake.","Peut-être un peu de Joy Division, un peu de Sigur Ros, un peu de Bilal, certainement du James Blake.","Ça pourrait être du Joy Division, un peu de Sigur Ros, un peu de Bilal, sans aucun doute James Blake."
Want to know how those wine-stained lips of yours might taste.,Connaître le goût de tes lèvres colorées par le vin.,Ça te fait envie de savoir comment ces lèvres tachées de vin pourraient goûter ?
"In the peace and calm of the eye of life's ever-growing hurricane, they'd found a moment.","Dans la paix et le calme de l'œil de l'ouragan de la vie, ils avaient trouvé un moment.","Ça faisait longtemps qu'ils n'avaient pas eu le temps de se retrouver, mais ils avaient trouvé un moment dans la paix et la tranquillité de l'œil de la tempête qui s'était installée dans leur vie."
"At least she had everything that she needed, Andi thought as she reached down and grabbed her iPad and the notebook that she'd been working on along with a carefully select assortment of pens that she'd helped herself to from the supply closet at work, only to realize that she'd left her phone at home.","Au moins, elle avait tout ce dont elle avait besoin, pensa Andi en se penchant pour attraper son iPad et le carnet sur lequel elle travaillait, ainsi qu'un assortiment de stylos soigneusement sélectionnés qu'elle s'était procuré dans le placard à fournitures du bureau, avant de réaliser qu'elle avait laissé son téléphone à la maison.","Ça, c'est du moins quelque chose, pensa Andi en s'approchant de sa valise et en prenant son iPad et son cahier de notes, ainsi qu'une sélection soigneusement choisie de stylo, qu'elle avait pris dans le placard de l'entreprise, avant de se rendre compte qu'elle avait laissé son téléphone à la maison."
It wasn't going to stop him from making sure that the little bastard paid for what he did to Andi.,Ça ne l'empêcherait pas de s'assurer que ce petit salaud paie pour ce qu'il a fait à Andi.,Ça ne l'empêcherait pas de s'assurer que ce petit salaud payait pour ce qu'il avait fait à Andi.
"""I'm going to run and see if I can get the fire department.",Je vais courir et voir si je peux appeler les pompiers.,Ça va me faire courir pour voir si je peux appeler les pompiers.
It's suddenly the most important thing in the world.,C'est soudain la chose la plus importante au monde.,Ça devient soudain la chose la plus importante du monde.
It's been a rough twenty-four hours.,Les dernières vingt-quatre heures ont été difficiles.,Ça a été difficile ces vingt-quatre heures.
"The shop was the first thing she could truly call her own, and now it was at risk.","Le magasin était la première chose qu'elle pouvait vraiment appeler la sienne, et maintenant il était en danger.","Ça faisait partie de ce qu'elle pouvait vraiment appeler la sienne, et maintenant, elle était en danger."
She would certainly bear Chase's kids.,Elle porterait certainement les enfants de Chase.,"Ça, elle le ferait certainement."
"""It's going to be very cold out there, Miss Dawson,"" Devyn said, watching as his favorite place on earth was slowly revealed.","Il va faire très froid dehors, Mlle Dawson, dit Devyn, en regardant son endroit préféré sur Terre se dévoiler progressivement.","Ça va être très froid en dehors, Mlle Dawson, dit Devyn, en regardant son endroit préféré sur la Terre se révéler lentement."
"She drew her knees up and circled them with her arms, squeezing as tight as she could.","Elle remonta ses genoux et les entoura de ses bras, serrant aussi fort qu'elle le pouvait.","Elle fit monter ses genoux et les cercla de ses bras, serrant autant qu'elle pouvait."
This stops me mid-chew.,Cela m'arrête en plein milieu de  ma mastication.,Ça me fait arrêter de mâcher.
The sea beckoned her.,La mer l‘appelait.,L'océan lui faisait signe.
"I'm shaking, held up by John, who doesn't seem to have full control over his body either.","Je tremble, soutenu par John qui, lui non plus, ne semble pas avoir le contrôle total de son corps.","Ça me fait trembler, soutenu par John, qui ne semble pas avoir le contrôle de son corps."
My breath leaves me.,Mon souffle me quitte.,Ça me fait perdre mon souffle.
"He wasn't muscular in the same way as Chase, but thick and solid.","Il n'était pas aussi musclé que Chase, mais il était fort et massif.","Ça ne faisait pas de lui un homme musclé comme Chase, mais il était épais et solide."
"What I'm about to do is invasive, I know, but...","Ce que je vais faire est invasif, je le sais, mais...","Ça va être invasif, je le sais, mais..."
"""I see,"" Devyn murmured, applying the last bandage.","Je vois, murmura Devyn en appliquant le dernier bandage.","Ça va, murmura Devyn en appliquant le dernier bandage."
"""Let me talk.""",Laisse-moi parler.,Ça me laisse parler.
"""Look at the domain.",Regarde le nom de domaine.,Ça regarde le domaine.
"He took a deep breath, focusing on the inhale, and then the exhale.","Il inspira profondément, se concentrant sur l'inspiration, puis sur l'expiration.",Ça fait longtemps qu'il ne respirait pas.
"I stretch out beside him, draw his leg up and drape it over mine.","Je m'étire à côté de lui, remonte sa jambe et la fait  passer par-dessus la mienne.","Je m'allonge à côté de lui, lui hisse la jambe et la traîne sur la mienne."
"""They're mostly in awe of you,"" he says, his voice taking on that honeyed timber he'd had when he asked me out on this date.","Ils sont surtout en admiration devant toi, dit-il, sa voix prenant ce timbre mielleux qu'il avait lorsqu'il m'a demandé de sortir avec lui.","Ça, c'est surtout de l'admiration, dit-il, la voix prenant un timbre doux qu'il avait lorsqu'il m'avait demandé de venir avec lui."
"My style could be called dormitory chic, my flat furnished with a collection of mismatched pieces acquired over the life of my residency.","Mon style pourrait être qualifié de dortoir chic, mon appartement étant meublé d'une collection de pièces dépareillées acquises depuis que j'ai signé le bail.","Mon style pourrait être qualifié de chic des résidences, mon appartement meublé d'une collection de meubles incohérents achetés au cours de ma résidence."
"""Yes, daughter.","Oui, ma fille.","Ça va, ma fille."
"My ass, my thighs, the muscles of my back melt under John's ministrations.","Mon cul, mes cuisses, les muscles de mon dos fondent sous les doigts de John.","Mon cul, mes cuisses, les muscles de mon dos fondent sous les soins de John."
"He is so fucking beautiful, my heart hurts.","Il est si beau, putain, que j'en ai mal au cœur.","Ça fait mal au cœur, il est si beau."
"""You're gorgeous,"" John breathes, leaning forward.","Tu es magnifique, souffle John en se penchant en avant.","Ça te fait du bien, dit John, se penchant vers elle."
This is why I'm not cut out for relationships.,Voilà pourquoi je ne suis pas fait pour les relations.,Ça explique pourquoi je ne suis pas fait pour les relations.
"""How the hell did we miss that?""",Comment diable avons-nous pu rater ça,"Ça, comment l'avons-nous manqué ?"
"She began to sob gently, covering her face with her hands.","Elle se mit à sangloter doucement, se couvrant le visage de ses mains.","Ça lui fit pleurer doucement, couvrant son visage de ses mains."
If he got stranded on the island during the storm...,S'il se retrouvait bloqué sur l'île pendant la tempête...,Si il était coincé sur l'île pendant la tempête...
Not to accept that he can see me so clearly.,De ne pas accepter qu'il lise en moi si clairement.,Ça ne veut pas accepter qu'il puisse me voir si clairement.
His fingers were sore and stiff from the wood's rough assault.,Ses doigts étaient endoloris et raides à cause de la rugosité du bois.,Ses doigts étaient lourds et raides à cause de l'assaut brutal du bois.
"You should have been paying attention to the news.""",Tu aurais dû faire attention aux informations.,Ça aurait dû te faire prendre conscience des nouvelles.
"""Yes,"" he bit out, watching as her lips twitched.","Oui, dit-il sèchement en regardant les lèvres de la jeune femme se contracter.","Ça, oui, grondant, observant ses lèvres se tordre."
I laugh and shake my head.,Je ris et secoue la tête.,Ça me fait rire et je secoue la tête.
"But anyway, Amelia's country sent a team to murder her and her human lover.""","Mais de toute façon, le pays d'Amelia a envoyé une équipe pour l'assassiner, elle et son amant humain.","Ça n'a rien à voir, mais le pays d'Amelia a envoyé une équipe pour la tuer et son amant humain."
