sources,references,translations
"At some spots, the island was so narrow you could throw a stone from the sound side to the waves.","À certains endroits, l'île était si étroite que l'on pouvait jeter une pierre sur les vagues du rivage et elle atterrirait dans les profondeurs.","À certains endroits, l'île était si étroite que vous pouviez jeter une pierre de la côté du son vers les vagues."
"""When I finish up here.",Quand j'aurai fini ici.,"""Lorsque je terminerai ici."""
How could her mother ever expect her to marry someone like Inna?,Comment sa mère avait-t-elle pu s'attendre à ce qu'elle épouse quelqu'un comme Inna ?,Comment pourrait-elle jamais attendre son épouse à se marier avec quelqu'un comme Inna?
A real kiss.,Un vrai baiser.,Un vrai baiser.
It also got me my gig as a disc jockey.,C'est aussi ce qui m'a permis de devenir disc-jockey.,Cela m'a également obtenu mon poste de disc jockey.
"""No!"" came the hysterical reply that had him sighing heavily as he reached down and grabbed hold of the comforter and slowly pulled it off the woman that refused to leave the hotel.","une pointe d'hystérie dans la voix, ce qui le fit soupirer lourdement en attrapant la couette et en la retirant lentement à la femme qui refusait de quitter l'hôtel","""Non!"" répondit hystériquement, ce qui fit que lui soufflait un grand souffle, puisqu'il descendit la main et saisit la couverture et la retira lentement de la femme qui refusait de quitter l'hôtel."
The wind and rain had been scarier than she'd ever experienced.,Le vent et la pluie avaient été plus effrayants qu'ils ne lui étaient jamais apparus.,Le vent et la pluie avaient été plus effrayants qu'elle n'en avait jamais connu.
He'd been there that day when she had come upon the divers.,Il était là ce jour-là quand elle avait rencontré les plongeurs.,Il était là ce jour-là quand elle était arrivée aux plongeurs.
"""Amelia never remarried but lived on the bounty Christopher had stored and hidden on the island.",Amelia ne s'est jamais remariée mais a vécu grâce à la prime que Christopher avait stockée et cachée sur l'île.,"""Amelia n'a jamais épousé à nouveau, mais a vécu grâce à la réserve et à la cachette que Christopher avait stockée et cachée sur l'île."""
"""Only bloody thing they ever gave me,"" I murmur.","C'est la seule chose qu'ils m'aient jamais donnée , murmuré-je.","""Seulement chose sanglante qu'ils m'aient jamais donné,"" je murmure."
"""Tell me you didn't, please!""","Dis-moi que tu ne l'as pas fait, s'il te plaît !","""Dis-moi que tu n'as pas fait ça, s'il te plaît!"""
"The wind whipped by, catching the hem of his T-shirt in a flutter, exposing his firm abdomen for a too-brief moment.","Le vent soufflait en trombe, faisant voltiger l'ourlet de son tee-shirt, dévoilant son abdomen ferme pendant un trop bref instant.","Le vent sifflait par, attrapant la pointe de son T-shirt dans un souffle, il exposait brièvement son abdomen dur."
"You never would.""",Tu ne le ferais jamais.,Tu n'aura jamais.
Then they were separatedpossibly foreverto save her life.,Puis ils ont été séparés  peut-être pour toujours  afin de lui sauver la vie.,"Alors ils furent séparés, peut-être pour toujours, pour sauver sa vie."
"""I would probably quake in fear for the rest of my life at the mere mention of your name,"" Devyn said dryly as he watched her return to glaring at him as she hastily toed off her slippers and kicked them aside, determined to make sure that he was properly terrified.","Je tremblerais probablement de peur pour le reste de ma vie à la simple mention de ton nom, dit Devyn d'un ton moqueur en la regardant se remettre à le fixer du regard tandis qu'elle enlevait précipitamment ses pantoufles et les écartait d'un coup de pied, bien décidée à s'assurer qu'il était bien terrifié.","""Il me ferait probablement trembler de peur tout au long de ma vie à la simple mention de ton nom,"" a déclaré Devyn de manière sèche en regardant sa retour vers lui pour le regarder de nouveau avec colère, en retirant rapidement ses chaussures de soie et les jetant de côté, déterminé à s'assurer que je sois vraiment effrayé. Traduction : Il me ferait probablement trembler de peur tout au long de ma vie à la simple mention de ton nom. (Il"
"It was water, nothing more.","C'était de l'eau, rien de plus.","C'était de l'eau, rien de plus."
"""Probably.""",Probablement.,"""Peut-être."""
"""Well, I don't think your brother would approve of you picking up and leaving the bar and everything you built here together.",Je ne pense pas que ton frère approuverait que tu prennes tes affaires et que tu quittes le bar et tout ce que vous avez construit ici ensemble.,"""En fait, je pense que votre frère ne serait pas d'accord avec votre décision de quitter le bar et tout ce que vous avez construit ici ensemble."""
"Let's start tonight.""",Commençons ce soir.,Commenceons ce soir.
"I claim the right.""",Je revendique ce droit.,Je revendique le droit.
"In the new sunlight, he saw her body jerk and twitch.","Dans la nouvelle lumière du soleil, il vit son corps tressaillir et se contracter.","Dans la nouvelle lumière du soleil, il vit son corps sauter et trembler."
"She was by the ocean, making her own way, despite her mother.","Elle était au bord de l'océan, traçant son propre chemin, malgré sa mère.","Elle était près de l'océan, en trouvant son propre chemin, malgré sa mère."
"""No, I'm not because I'm not going,"" Andi said with a firm nod as Uncle Shawn placed her back on her chair as she did her best to ignore the curious stares being sent her way by the kids that never seemed to appreciate her efforts to teach them the fundamentals of advanced algebra.","Non, parce que je n'irai pas en CM1, dit Andi en hochant fermement la tête alors qu'Oncle Shawn l'asseyait sur une chaise et qu'elle faisait son possible pour ignorer les regards curieux que lui lançaient les enfants qui n'appréciaient jamais ses efforts pour leur enseigner les bases en calcul avancé.","""Non, je ne suis pas parce que je ne vais pas,"" a dit Andi en donnant un nœud décidé, tandis que l'oncle Shawn la replaçait dans son fauteuil, elle faisait son possible pour ignorer les regards curieux envoyés son chemin par les enfants qui ne semblaient jamais apprécier ses efforts pour leur enseigner les fondamentaux de l'algebra avancée. Traduction : Non, je ne suis pas parce que je ne vais pas."
"Air whooshes out of my lungs and the fuzzy feeling in my head, which I hadn't even noticed, fades.","L'air s'échappe de mes poumons et la sensation de flou dans ma tête, que je n'avais même pas remarquée, s'estompe.","L'air sifflote de mes poumons et le sentiment flou dans ma tête, que je n'avais pas remarqué, s'éteint."
"""I was thinking,"" he says, rolling to his back after we catch our breath.","J'étais en train de réfléchir, dit-il en se mettant sur le dos après que nous ayons repris notre souffle.","""Il pensait,"" il dit, en se roulant sur son dos après que nous ayons pris notre souffle."
"""I left the candle on the vanity, and there's a lighter beside it.""","J'ai laissé la bougie sur le meuble, et il y a un briquet à côté.","""J'ai laissé la bougie sur la commode, et il y a un allumetteur à côté d'elle."""
"""This way I get some time between school and the work I do for you guys at the station.""","...Comme ça, j'ai un peu de temps entre l'école et le travail que je fais pour vous à la station radio.","""Par cette voie, je gagne quelques instants entre l'école et le travail que je fais pour vous à la gare."""
I hope that you enjoyed reading Devyn and Andi's story as much as I enjoyed writing it.,J'espère que vous avez pris autant de plaisir à lire l'histoire de Devyn et Andi que j'ai eu à l'écrire.,Je espère que vous avez trouvé autant de plaisir à lire l'histoire de Devyn et Andi que je l'ai trouvé à l'écrire.
Your mother sent me.,C'est ta mère qui m'envoie.,Ma mère m'a envoyé.
Like he's been comfortable in the pool but is ready to step into the ocean.,Comme s'il était assez à l'aise dans la piscine et qu'il était prêt à aller dans l'océan.,"Comme s'il se sentait à l'aise dans la piscine, mais prêt à entrer dans l'océan."
She stared at the flickering candles.,Elle fixa les bougies vacillantes.,Elle regardait les bougies qui flamboyaient.
"I feel the stinging pressure of his teeth on the hardening nub before he sits back, running his hands along my chest and abdomen.","Je sens la morsure cuisante de ses dents sur mon téton qui durcit avant qu'il ne s'assoie, passant ses mains le long de ma poitrine et de mon abdomen.","Je ressent la pression douloureuse de ses dents sur la nabab rouissant avant qu'il se rasseoie, glissant ses mains sur mon torse et mon abdomen."
John leans back in his chair and takes a swig of his beer.,John s'adosse à sa chaise et boit une gorgée de sa bière.,John se rétablit dans son fauteuil et prend un goulée de sa bière.
"""I thought we were more,"" he said.","Je pensais que nous étions plus que ça, dit-il.","""Il a dit que nous étions plus,"" he said."
She was crawling on top of him and laying her head on his chest with a soft sigh as he wrapped his arms around her and couldn't help but feel like she was exactly where she belonged.,"Elle se glissa sur lui et posa sa tête sur sa poitrine en soupirant doucement, tandis qu'il l'entourait de ses bras et ne pouvait s'empêcher de penser qu'elle était exactement à sa place.","Elle se roulait sur lui et posait sa tête sur son poitrine avec un souffle doux, alors qu'il l'embrassait et ne pouvait pas s'empêcher de sentir qu'elle était exactement où elle devait être."
I have to jog to catch up.,Je dois trottiner pour le rattraper.,Je dois courir pour rattraper.
"If we don't hurry, we're going to get caught in the dark.""","Si on ne se dépêche pas, on va se faire surprendre par l'obscurité.","Si nous ne nous hâteons pas, nous allons être pris dans l'obscurité."
Mari's tail twitched in excitement.,La queue de Mari s'agita sous l'effet de l'excitation.,La queue de Mari battait de la peine en excitation.
Were better left forgotten.,Il vaut mieux les oublier.,Il serait mieux oublié.
"I should've told you about Inna, but I didn't expect to see him here on the islandnot after the storm, and certainly not while I was with you.","J'aurais dû te parler d'Inna, mais je ne m'attendais pas à le voir ici sur l'île  pas après la tempête, et certainement pas pendant que j'étais avec toi. Je ne l'épouserai pas, quoi qu'il arrive.","Je devrais avoir dit à toi à propos d'Inna, mais je n'avais pas prévu le voir ici sur l'île, pas après la tempête, et certainement pas pendant que je t'accompagnais."
"""Yeah?"" I'm logging my playlist, trying to keep my focus off our proximity to one another.","J'enregistre ma playlist, en essayant de ne pas me concentrer sur notre proximité.","""Oui?"" Je suis en train de noter ma playlist, essayant de garder mon attention éloignée de notre proximité l'une de l'autre."
"By the time enough merfolk had gathered to save her, the pirate ship was gone, harbored somewhere, no doubt.","Le temps que suffisamment d'habitants des mers se rassemblent pour la sauver, le bateau pirate avait disparu, sans doute caché quelque part.","Par le temps où assez de merfollets avaient réuni leur force pour la sauver, le navire pirate avait disparu, abrité quelque part, sans doute."
Did her mother know about the revenge plot?,Sa mère était-elle au courant du projet de vengeance ?,Savait-elle sa mère de ce complot de vengeance ?
"""You don't know that,"" came the sadly mumbled reply that had his lips twitching.","Tu n'en sais rien, marmonnant tristement la jeune femme entre ses lèvres, ce qui le fit sourire","""Tu ne le sais pas,"" répondit-il d'un ton tristement murmuré, ce qui faisait trembler ses lèvres."
"He'd never understood why Devyn didn't play the same game, probably never would, and now that he knew about Andi...","Il n'avait jamais compris pourquoi Devyn ne jouait pas le même jeu, pourquoi il ne le ferait probablement jamais, et maintenant qu'il savait pour Andi...","Il n'avait jamais compris pourquoi Devyn ne jouait pas le même jeu, probablement jamais le ferait, et maintenant qu'il savait à propos d'Andi..."
The urge to possess her thrummed through him to the point he could barely think.,L'envie de la posséder l'envahissait à tel point qu'il avait du mal à réfléchir.,L'envie de posséder elle battait en lui à tel point qu'il ne pouvait presque plus penser.
"""You should check the supply closet.""",Tu devrais vérifier le placard à fournitures.,"""Vous devriez vérifier le placard des fournitures."""
I'm telling you what I need.,Je te dis ce dont j'ai besoin.,Je te dis ce que je nécessite.
Want to get to know you.,Je veux apprendre à te connaître.,Voulez-vous me faire connaître.
His face brightens.,Son visage s'éclaire.,Son visage s'éclaire.
Why would he risk that for either of them?,Pourquoi risquerait-il cela pour l'un ou l'autre ?,Pourquoi prendrait-il ce risque pour l'un d'eux ?
Best not to think about that at all.,Mieux valait ne pas y penser.,Il ne vaut pas mieux penser à ça du tout.
"There are several articles about the football team, one about the debate team.","Il y a plusieurs articles sur l'équipe de football, un sur l'équipe de débat.","Il y a plusieurs articles sur l'équipe de football, un sur l'équipe de débat."
"He didn't move, his gaze fixed on the bar ceiling.","Il ne bougea pas, le regard fixé sur le plafond du bar.","Il ne s'est pas déplacé, son regard fixé sur la voûte du bar."
I spit this out like some jilted lover.,Je crache ça comme un amoureux éconduit.,Je l'ai jeté dehors comme un amant rejeté.
"I've paired it with a soft pair of black corduroys that he hasn't seen yet, but I thank him for the compliment.","Je l'ai associé à un pantalon en velours côtelé noir qu'il n'a pas encore vu, mais je le remercie pour le compliment.","J'ai associé ce qui est à un jean de velours noir tendre qu'il n'a pas encore vu, mais je remercie tout de même son compliment."
"He was so sure.""",Il en était si sûr.,Il était si sûr.
"To his credit, he slaps a hand over his mouth.","À sa décharge, il porte une main sur sa bouche.","À son crédit, il met la main sur sa bouche."
Would he ever get control of the rage inside him?,Parviendra-t-il un jour à contrôler la rage qui l'habitait ?,Aurait-il jamais la maîtrise sur la colère qui l'habite intérieurement ?
His stomach knotted at the doubt that swirled around him.,Son estomac se noua devant le doute qui l'envahissait.,Son estomac se noua à la doute qui l'entoure.
She should slip under and swim away.,Elle devrait se glisser sous l'eau et s'enfuir à la nage.,Elle devrait plonger sous et nager loin.
"""Well, surely he had it painted before he died.""",Il l'a sûrement fait peindre avant de mourir.,"""Bien sûr, il l'avait certainement peint avant de mourir."""
Talking about my childhood illicits foreign sensations.,Parler de mon enfance provoque des sensations étranges.,Parler de mon enfance éveille des sensations étrangères.
"He wasn't sure what hurt more, his head or his ribs, but at that moment, he wished the asshole that attacked him had finished the fucking job and put him out of his misery.","Mais, à cet instant, il aurait aimé que le connard qui l'avait agressé ait fini le boulot et mette fin à ses souffrances.","Il n'était pas sûr si c'était sa tête ou ses côtes qui le faisait souffrir le plus, mais à ce moment-là, il voulait que l'imbécile qui l'avait attaqué ait terminé le travail et l'eût mis hors de ses souffrances."
He tasted the zinc that his mother had insisted he put on his nose and that always melted and dribbled down into his mouth.,Il goûta la crème solaire que sa mère insistait pour qu'il mette sur son nez et qui finissait par fondre et couler dans sa bouche.,Il goûtait l'zinc que sa mère lui avait insisté sur son nez et qui toujours fondait et coulait dans sa bouche.
She stood between him and the ocean like a lifeguard station or lighthouse.,"Elle se tenait entre lui et l'océan, comme un poste de sauvetage ou un phare.",Elle se tenait entre lui et l'océan comme une station de sauvetage ou un phare.
"""Nothing is stopping you from moving the carpentry to part-time, maybe on the weekends or something.""","Rien ne t'empêche de passer la menuiserie à temps partiel, peut-être le week-end ou quelque chose comme ça.","""Rien ne vous empêche de passer la charpenterie à temps partiel, peut-être les weekends ou quelque chose."""
That really would have been too much to take.,Cela aurait été vraiment trop dur à supporter.,Cela aurait vraiment été trop pour prendre.
"""No,"" he says, grabbing my hand.","Non, dit-il en m'attrapant la main.","""Non,"" il dit, me saisissant la main."
I plaster on a smile and move away from them as he hands me a pint glass filled with a golden liquid.,J'esquisse un sourire et m'éloigne d'elles tandis qu'il me tend un verre rempli d'un liquide doré.,Je collage une sourire et me déplace loin de eux alors qu'il me donne un verre à bière rempli d'un liquide doré.
Chase had told her they would get through the storm togetherthat was the sweet and protective man she loved.,Chase lui avait dit qu'ils traverseraient la tempête ensemble  c'était l'homme doux et protecteur qu'elle aimait.,"Chase l'avait dit qu'ils passeraient ensemble la tempête, c'était l'homme doux et protecteur qu'elle aimait."
Mine is practically immobilized inside his grasp.,La mienne est pratiquement immobilisée dans son emprise.,Mon sien est presque immobilisé dans son étreinte.
"After a last look around, she flipped off the shop's main lights.","Après avoir jeté un dernier coup d'œil autour d'elle, elle éteignit les lumières principales de la boutique.","Après un dernier tour d'horizon, elle éteignit les lumières principales de la boutique."
He wanted to hold her close and listen to her laughter and share in her happiness.,"Il voulait la serrer contre lui, écouter ses rires et partager son bonheur.",Il voulait l'embrasser et écouter son rire et partager son bonheur.
"She stepped up into the cart, tipping it forward and setting it swaying and creaking.","Elle monta dans la cabine, la faisant basculer vers l'avant et la faisant osciller et grincer.","Elle monta dans le chariot, le renversant en avant et le faisant osciller et craquer."
"And your mother is holding up his end of the bargain, as she should.","Et ta mère tient sa part du marché, comme il se doit.","Et sa mère tient son côté du marché, comme il devrait le faire."
"""Did I mention that I really need to use the bathroom?"" she asked, sending the bathroom a hopeful look.",Ai-je mentionné que j'ai vraiment besoin d'aller aux toilettes ?,"""Ai-je dit que je vraiment avais besoin de l'utiliser à la salle de bain ?"" elle demanda, en envoyant un regard espérantif vers la salle de bain. Translation: ""Have I mentioned that I really need to use the bathroom?"" she asked, sending the bathroom a hopeful look. (French translation)"
I let you rescue him.,Je t'ai laissé le sauver.,Je vous laisse le sauver lui.
But he's looking at me like it's the first time.,Mais il me regarde comme si c'était la première fois.,Mais il me regarde comme si c'était la première fois.
"I have better things to do than to waste my time worrying about what other people think.""",J'ai mieux à faire que de perdre mon temps à savoir ce que pensent les autres.,Je ai des choses plus importantes à faire que de m'occuper de ce que pensent les autres.
The smile he gives me leaves me uncharacteristically breathless.,Le sourire qu'il m'adresse me laisse sans voix.,Le sourire qu'il me donne me laisse sans caractère habituel à bout de souffle.
"I can totally picture John Burton as a teacher, he has the personality for it.","Je peux tout à fait imaginer John Burton comme professeur, il a la personnalité qu'il faut.","Je peux totalement me imaginer John Burton en professeur, il a la personnalité pour cela."
"""We'll have a big party before I close for good.",Nous ferons une grande fête avant de fermer pour de bon.,"""Nous avons une grande fête avant que je ne ferme définitivement."""
Hurricane Giselle was nothing to fool around with.,L'ouragan Giselle n'était pas à prendre à la légère.,Tempête Giselle n'était rien à trifouiller avec.
"Oh, that couldn't be good, she thought when she saw the puddle forming on the floor around her.","Oh, ça ne présageait rien de bon, pensa-t-elle en voyant la flaque qui se formait sur le sol autour d'elle.","Oh, cela ne pouvait pas être bon, elle pensait lorsqu'elle vit la petite étendue d'eau se former au sol autour d'elle."
"We can duck out for a little while, yeah?""","On peut s'éclipser un moment, d'accord ?","Nous pouvons prendre un petit congé, oui."
"I have to make sure the bar's safe first.""",Je dois d'abord m'assurer que le bar est sécurisé.,Il faut d'abord assurer la sécurité du bar en premier.
No more...anything.,Plus rien.,Plus rien... rien du tout.
"Maybe some Joy Division, a little Sigur Ros, a bit of Bilal, definitely James Blake.","Peut-être un peu de Joy Division, un peu de Sigur Ros, un peu de Bilal, certainement du James Blake.","Peut-être du Joy Division, un peu de Sigur Ros, un peu de Bilal, sans doute James Blake."
Want to know how those wine-stained lips of yours might taste.,Connaître le goût de tes lèvres colorées par le vin.,Voulez-vous savoir comment ces lèvres teintes de vin pourraient goûter.
"In the peace and calm of the eye of life's ever-growing hurricane, they'd found a moment.","Dans la paix et le calme de l'œil de l'ouragan de la vie, ils avaient trouvé un moment.","Dans la paix et le calme du centre de la tempête de vie en pleine croissance, ils ont trouvé un moment."
"At least she had everything that she needed, Andi thought as she reached down and grabbed her iPad and the notebook that she'd been working on along with a carefully select assortment of pens that she'd helped herself to from the supply closet at work, only to realize that she'd left her phone at home.","Au moins, elle avait tout ce dont elle avait besoin, pensa Andi en se penchant pour attraper son iPad et le carnet sur lequel elle travaillait, ainsi qu'un assortiment de stylos soigneusement sélectionnés qu'elle s'était procuré dans le placard à fournitures du bureau, avant de réaliser qu'elle avait laissé son téléphone à la maison.","Au moins elle avait tout ce qu'elle nécessitait, pensa-t-elle Andi en descendant et en prenant son iPad et son cahier qu'elle avait travaillé sur, ainsi qu'une sélection soignée de stylo qu'elle s'était approprié du placard des fournitures à l'œuvre, avant de se rendre compte qu'elle avait laissé son téléphone à la maison."
It wasn't going to stop him from making sure that the little bastard paid for what he did to Andi.,Ça ne l'empêcherait pas de s'assurer que ce petit salaud paie pour ce qu'il a fait à Andi.,Cela ne l'empêcherait pas de s'assurer que le petit salaud payait pour ce qu'il avait fait à Andi.
"""I'm going to run and see if I can get the fire department.",Je vais courir et voir si je peux appeler les pompiers.,"""Je vais courir pour voir si je peux obtenir les pompiers."""
It's suddenly the most important thing in the world.,C'est soudain la chose la plus importante au monde.,C'est soudainement la chose la plus importante au monde.
It's been a rough twenty-four hours.,Les dernières vingt-quatre heures ont été difficiles.,C'était une vingt-quatre heures difficile.
"The shop was the first thing she could truly call her own, and now it was at risk.","Le magasin était la première chose qu'elle pouvait vraiment appeler la sienne, et maintenant il était en danger.","La boutique était la première chose qu'elle pouvait vraiment appeler la sienne, et maintenant elle était en danger."
She would certainly bear Chase's kids.,Elle porterait certainement les enfants de Chase.,Elle serait certainement en mesure d'élever les enfants de Chase. (She would certainly be able to raise Chase's children.)
"""It's going to be very cold out there, Miss Dawson,"" Devyn said, watching as his favorite place on earth was slowly revealed.","Il va faire très froid dehors, Mlle Dawson, dit Devyn, en regardant son endroit préféré sur Terre se dévoiler progressivement.","""Il va être très froid dehors, Mademoiselle Dawson,"" a dit Devyn, en regardant comment son lieu préféré sur terre était lentement révélé."
"She drew her knees up and circled them with her arms, squeezing as tight as she could.","Elle remonta ses genoux et les entoura de ses bras, serrant aussi fort qu'elle le pouvait.","Elle a soulevé ses genoux et les a entourés de ses bras, les faisant s'écraser le plus fortement qu'elle pouvait."
This stops me mid-chew.,Cela m'arrête en plein milieu de  ma mastication.,Cela me arrête en pleine mâche.
The sea beckoned her.,La mer l‘appelait.,La mer lui appelait.
"I'm shaking, held up by John, who doesn't seem to have full control over his body either.","Je tremble, soutenu par John qui, lui non plus, ne semble pas avoir le contrôle total de son corps.","Je tremble, soutenu par John, qui ne semble pas avoir entière maîtrise sur son corps non plus."
My breath leaves me.,Mon souffle me quitte.,Mon souffle me quitte.
"He wasn't muscular in the same way as Chase, but thick and solid.","Il n'était pas aussi musclé que Chase, mais il était fort et massif.","Il n'avait pas la musculature du même genre que Chase, mais épais et solide."
"What I'm about to do is invasive, I know, but...","Ce que je vais faire est invasif, je le sais, mais...","Ce que je vais faire est invasif, je le sais, mais..."
"""I see,"" Devyn murmured, applying the last bandage.","Je vois, murmura Devyn en appliquant le dernier bandage.","""Je vois,"" murmura Devyn, en appliquant la dernière élastique."
"""Let me talk.""",Laisse-moi parler.,"""Laissez-moi parler."""
"""Look at the domain.",Regarde le nom de domaine.,Regardez le domaine.
"He took a deep breath, focusing on the inhale, and then the exhale.","Il inspira profondément, se concentrant sur l'inspiration, puis sur l'expiration.","Il a pris une grande respiration, se concentrant sur l'inspiration, puis sur l'expiration."
"I stretch out beside him, draw his leg up and drape it over mine.","Je m'étire à côté de lui, remonte sa jambe et la fait  passer par-dessus la mienne.","Je m'étends à côté de lui, je soulève sa jambe et je l'enroule autour de la mienne."
"""They're mostly in awe of you,"" he says, his voice taking on that honeyed timber he'd had when he asked me out on this date.","Ils sont surtout en admiration devant toi, dit-il, sa voix prenant ce timbre mielleux qu'il avait lorsqu'il m'a demandé de sortir avec lui.","Il vous semble qu'ils sont principalement étonnés de vous, dit-il, sa voix prenant cette tonalité de miel qu'elle avait lorsqu'il m'a invité à cette soirée."
"My style could be called dormitory chic, my flat furnished with a collection of mismatched pieces acquired over the life of my residency.","Mon style pourrait être qualifié de dortoir chic, mon appartement étant meublé d'une collection de pièces dépareillées acquises depuis que j'ai signé le bail.","Mon style pourrait être appelé chic dortoir, mon appartement meublé avec une collection de pièces mal assorties acquises au cours de ma résidence."
"""Yes, daughter.","Oui, ma fille.","Oui, fille."
"My ass, my thighs, the muscles of my back melt under John's ministrations.","Mon cul, mes cuisses, les muscles de mon dos fondent sous les doigts de John.","Mon derrière, mes cuisses, les muscles de mon dos fondent sous les soins de John."
"He is so fucking beautiful, my heart hurts.","Il est si beau, putain, que j'en ai mal au cœur.","Il est si magnifiquement beau, mon cœur me fait mal."
"""You're gorgeous,"" John breathes, leaning forward.","Tu es magnifique, souffle John en se penchant en avant.","""Tu es magnifique,"" souffle John, se rapprochant."
This is why I'm not cut out for relationships.,Voilà pourquoi je ne suis pas fait pour les relations.,C'est pour cela que je ne suis pas adapté(e) pour les relations amoureuses.
"""How the hell did we miss that?""",Comment diable avons-nous pu rater ça,"""Comment l'avons-nous manqué ça ?"""
"She began to sob gently, covering her face with her hands.","Elle se mit à sangloter doucement, se couvrant le visage de ses mains.","Elle commença à pleurer doucement, en couvrant son visage avec ses mains."
If he got stranded on the island during the storm...,S'il se retrouvait bloqué sur l'île pendant la tempête...,Si il était échoué sur l'île pendant la tempête...
Not to accept that he can see me so clearly.,De ne pas accepter qu'il lise en moi si clairement.,Il ne me faut pas accepter qu'il puisse me voir si nettement.
His fingers were sore and stiff from the wood's rough assault.,Ses doigts étaient endoloris et raides à cause de la rugosité du bois.,Ses doigts étaient douloureux et raides à la suite de l'agression rude de la bois.
"You should have been paying attention to the news.""",Tu aurais dû faire attention aux informations.,Tu devrais avoir suivi l'actualité.
