sources,references,translations
The wind and rain had been scarier than she'd ever experienced.,Le vent et la pluie avaient été plus effrayants qu'ils ne lui étaient jamais apparus.,Ça avait été plus effrayant que tout ce qu'elle avait connu auparavant.
He'd been there that day when she had come upon the divers.,Il était là ce jour-là quand elle avait rencontré les plongeurs.,"Ça lui avait donné envie de venir à la plage, et il était là ce jour-là quand elle avait rencontré les plongeurs."
"""Amelia never remarried but lived on the bounty Christopher had stored and hidden on the island.",Amelia ne s'est jamais remariée mais a vécu grâce à la prime que Christopher avait stockée et cachée sur l'île.,"Ça fait des années qu'Amelia n'a pas épousé un autre homme, mais elle a vécu grâce à la récompense que Christopher avait stockée et cachée sur l'île."
"""Only bloody thing they ever gave me,"" I murmur.","C'est la seule chose qu'ils m'aient jamais donnée , murmuré-je.","Ça, c'est la seule chose qu'ils m'ont jamais donné, murmuré-je."
"""Tell me you didn't, please!""","Dis-moi que tu ne l'as pas fait, s'il te plaît !","Ça va, dis-moi que tu n'as pas fait ça, s'il te plaît !"
"The wind whipped by, catching the hem of his T-shirt in a flutter, exposing his firm abdomen for a too-brief moment.","Le vent soufflait en trombe, faisant voltiger l'ourlet de son tee-shirt, dévoilant son abdomen ferme pendant un trop bref instant.","Le vent passa à grands pas, attrapant l'ourlet de son tee-shirt dans un pli, exposant son abdomen ferme pendant un instant trop bref."
"You never would.""",Tu ne le ferais jamais.,Ça ne te serait jamais passé par la tête.
Then they were separatedpossibly foreverto save her life.,Puis ils ont été séparés  peut-être pour toujours  afin de lui sauver la vie.,Ça les a séparés  peut-être pour toujours  pour sauver sa vie.
"""I would probably quake in fear for the rest of my life at the mere mention of your name,"" Devyn said dryly as he watched her return to glaring at him as she hastily toed off her slippers and kicked them aside, determined to make sure that he was properly terrified.","Je tremblerais probablement de peur pour le reste de ma vie à la simple mention de ton nom, dit Devyn d'un ton moqueur en la regardant se remettre à le fixer du regard tandis qu'elle enlevait précipitamment ses pantoufles et les écartait d'un coup de pied, bien décidée à s'assurer qu'il était bien terrifié.","Ça me ferait probablement trembler de peur pour le reste de ma vie à la simple mention de ton nom, dit Devyn d'une voix sèche en la regardant retourner à lui avec une hâte de retirer ses chaussons et les écarté, déterminée à s'assurer que je sois vraiment terrifié."
"It was water, nothing more.","C'était de l'eau, rien de plus.","Ç'était de l'eau, rien d'autre."
"""Probably.""",Probablement.,Ça va probablement.
"""Well, I don't think your brother would approve of you picking up and leaving the bar and everything you built here together.",Je ne pense pas que ton frère approuverait que tu prennes tes affaires et que tu quittes le bar et tout ce que vous avez construit ici ensemble.,"Ça, je ne pense pas que ton frère approuverait de toi partir et de quitter tout ce que tu as construit ici avec lui."
"Let's start tonight.""",Commençons ce soir.,Ça commence ce soir.
"I claim the right.""",Je revendique ce droit.,Ça me revient de le réclamer.
"In the new sunlight, he saw her body jerk and twitch.","Dans la nouvelle lumière du soleil, il vit son corps tressaillir et se contracter.","Dans la lumière nouvelle, il vit son corps se tordre et vaciller."
"She was by the ocean, making her own way, despite her mother.","Elle était au bord de l'océan, traçant son propre chemin, malgré sa mère.","Ça faisait plusieurs années qu'elle était à l'océan, qu'elle faisait ce qu'elle voulait, malgré sa mère."
"""No, I'm not because I'm not going,"" Andi said with a firm nod as Uncle Shawn placed her back on her chair as she did her best to ignore the curious stares being sent her way by the kids that never seemed to appreciate her efforts to teach them the fundamentals of advanced algebra.","Non, parce que je n'irai pas en CM1, dit Andi en hochant fermement la tête alors qu'Oncle Shawn l'asseyait sur une chaise et qu'elle faisait son possible pour ignorer les regards curieux que lui lançaient les enfants qui n'appréciaient jamais ses efforts pour leur enseigner les bases en calcul avancé.","Non, pas parce que je ne vais pas y aller, dit Andi avec un hochement de tête ferme, tandis que Oncle Shawn la remettait sur sa chaise et qu'elle faisait de son mieux pour ignorer les regards curieux qu'elle recevait des enfants qui ne semblaient jamais apprécier ses efforts pour leur enseigner les bases de l'algèbre."
"Air whooshes out of my lungs and the fuzzy feeling in my head, which I hadn't even noticed, fades.","L'air s'échappe de mes poumons et la sensation de flou dans ma tête, que je n'avais même pas remarquée, s'estompe.","Ça me fait un air qui s'échappe de mes poumons et la sensation floue dans ma tête, que je n'avais même pas remarquée, s'estompe."
"""I was thinking,"" he says, rolling to his back after we catch our breath.","J'étais en train de réfléchir, dit-il en se mettant sur le dos après que nous ayons repris notre souffle.","Ça m'est venu à l'esprit, dit-il en se mettant sur le dos après que nous ayons repris notre souffle."
"""I left the candle on the vanity, and there's a lighter beside it.""","J'ai laissé la bougie sur le meuble, et il y a un briquet à côté.","Ça y est, j'ai laissé la bougie sur la commode et il y a une allumette à côté."
"""This way I get some time between school and the work I do for you guys at the station.""","...Comme ça, j'ai un peu de temps entre l'école et le travail que je fais pour vous à la station radio.",Ça me donne du temps entre l'école et le travail que je fais pour vous à la station.
I hope that you enjoyed reading Devyn and Andi's story as much as I enjoyed writing it.,J'espère que vous avez pris autant de plaisir à lire l'histoire de Devyn et Andi que j'ai eu à l'écrire.,Ça m'a plu d'écrire leur histoire et j'espère que vous avez autant aimé la lire.
Your mother sent me.,C'est ta mère qui m'envoie.,Ça vient de ta mère.
Like he's been comfortable in the pool but is ready to step into the ocean.,Comme s'il était assez à l'aise dans la piscine et qu'il était prêt à aller dans l'océan.,"Ça comme s'il était à l'aise dans la piscine, mais qu'il est prêt à passer dans l'océan."
She stared at the flickering candles.,Elle fixa les bougies vacillantes.,Elle fixa les bougies qui vacillaient.
"I feel the stinging pressure of his teeth on the hardening nub before he sits back, running his hands along my chest and abdomen.","Je sens la morsure cuisante de ses dents sur mon téton qui durcit avant qu'il ne s'assoie, passant ses mains le long de ma poitrine et de mon abdomen.","Ça me pique sous la pression de ses dents sur le bouton durssant qu'il est en train de faire durcir, puis il se redresse, passant ses mains sur ma poitrine et mon abdomen."
John leans back in his chair and takes a swig of his beer.,John s'adosse à sa chaise et boit une gorgée de sa bière.,John s'écarte de sa chaise et boit une gorgée de sa bière.
"""I thought we were more,"" he said.","Je pensais que nous étions plus que ça, dit-il.","Ça me semblait qu'on était plus qu'amis, dit-il."
She was crawling on top of him and laying her head on his chest with a soft sigh as he wrapped his arms around her and couldn't help but feel like she was exactly where she belonged.,"Elle se glissa sur lui et posa sa tête sur sa poitrine en soupirant doucement, tandis qu'il l'entourait de ses bras et ne pouvait s'empêcher de penser qu'elle était exactement à sa place.","Ça lui faisait de la peine, elle se penchait sur lui et posait sa tête sur sa poitrine avec un soupir doux, il l'entoura de ses bras et ne put s'empêcher de sentir qu'elle était exactement où elle devait l'être."
I have to jog to catch up.,Je dois trottiner pour le rattraper.,Ça me faut de faire du jogging pour rattraper le temps perdu.
"If we don't hurry, we're going to get caught in the dark.""","Si on ne se dépêche pas, on va se faire surprendre par l'obscurité.","Si nous ne faisons pas de hâte, nous allons être rattrapés dans l'obscurité."
Mari's tail twitched in excitement.,La queue de Mari s'agita sous l'effet de l'excitation.,La queue de Mari se frémit de joie.
Were better left forgotten.,Il vaut mieux les oublier.,Ça vaut mieux qu'on oublie.
"I should've told you about Inna, but I didn't expect to see him here on the islandnot after the storm, and certainly not while I was with you.","J'aurais dû te parler d'Inna, mais je ne m'attendais pas à le voir ici sur l'île  pas après la tempête, et certainement pas pendant que j'étais avec toi. Je ne l'épouserai pas, quoi qu'il arrive.","Ça m'aurait fallu de parler de Inna, mais je n'aurais pas pensé le voir ici sur l'île, pas après la tempête, et certainement pas pendant que je était avec toi."
"""Yeah?"" I'm logging my playlist, trying to keep my focus off our proximity to one another.","J'enregistre ma playlist, en essayant de ne pas me concentrer sur notre proximité.",Ça va ?
"By the time enough merfolk had gathered to save her, the pirate ship was gone, harbored somewhere, no doubt.","Le temps que suffisamment d'habitants des mers se rassemblent pour la sauver, le bateau pirate avait disparu, sans doute caché quelque part.","Ça lui avait pris trop de temps d'arriver, et quand elle en était arrivée, il n'y avait plus que des bâtons de mer à la surface."
Did her mother know about the revenge plot?,Sa mère était-elle au courant du projet de vengeance ?,Ça lui était-il arrivé de prévenir sa mère ?
"""You don't know that,"" came the sadly mumbled reply that had his lips twitching.","Tu n'en sais rien, marmonnant tristement la jeune femme entre ses lèvres, ce qui le fit sourire","Ça, tu ne sais pas, répondit-elle lamentablement, ce qui fit tressaillir ses lèvres."
"He'd never understood why Devyn didn't play the same game, probably never would, and now that he knew about Andi...","Il n'avait jamais compris pourquoi Devyn ne jouait pas le même jeu, pourquoi il ne le ferait probablement jamais, et maintenant qu'il savait pour Andi...","Ça lui était incompréhensible que Devyn ne joue pas le même jeu, cela ne l'aurait jamais été, et maintenant qu'il savait que Devyn avait une autre amante..."
The urge to possess her thrummed through him to the point he could barely think.,L'envie de la posséder l'envahissait à tel point qu'il avait du mal à réfléchir.,"Ça lui faisait envie de la posséder, et cela le possédait à tel point qu'il ne pouvait presque plus penser."
"""You should check the supply closet.""",Tu devrais vérifier le placard à fournitures.,Ça te faut de vérifier la cave des fournitures.
I'm telling you what I need.,Je te dis ce dont j'ai besoin.,"Ça, c'est ce que je veux dire : je te dis ce que je veux."
Want to get to know you.,Je veux apprendre à te connaître.,Ça m'intéresse de te connaître.
His face brightens.,Son visage s'éclaire.,Son visage s'éclaire.
Why would he risk that for either of them?,Pourquoi risquerait-il cela pour l'un ou l'autre ?,Ça pourquoi il risquerait cela pour eux deux ?
Best not to think about that at all.,Mieux valait ne pas y penser.,Ça valait mieux de ne pas penser à ça du tout.
"There are several articles about the football team, one about the debate team.","Il y a plusieurs articles sur l'équipe de football, un sur l'équipe de débat.","Ça y est, il y a plusieurs articles sur l'équipe de football, et un sur l'équipe de débat."
"He didn't move, his gaze fixed on the bar ceiling.","Il ne bougea pas, le regard fixé sur le plafond du bar.","Ça ne fit rien, son regard était fixé sur le plafond du bar."
I spit this out like some jilted lover.,Je crache ça comme un amoureux éconduit.,Ça est sorti de moi comme d'un amant rejeté.
"I've paired it with a soft pair of black corduroys that he hasn't seen yet, but I thank him for the compliment.","Je l'ai associé à un pantalon en velours côtelé noir qu'il n'a pas encore vu, mais je le remercie pour le compliment.","Ça va avec un pantalon en velours noir que je n'ai pas encore montré à lui, mais je lui remercie pour le compliment."
"He was so sure.""",Il en était si sûr.,Ça lui était si sûr.
"To his credit, he slaps a hand over his mouth.","À sa décharge, il porte une main sur sa bouche.","Ça lui en va bien, il pose une main sur sa bouche."
Would he ever get control of the rage inside him?,Parviendra-t-il un jour à contrôler la rage qui l'habitait ?,Ça lui arriverait de contrôler sa rage ?
His stomach knotted at the doubt that swirled around him.,Son estomac se noua devant le doute qui l'envahissait.,Son estomac se noua sous l'effet du doute qui l'entourait.
She should slip under and swim away.,Elle devrait se glisser sous l'eau et s'enfuir à la nage.,Ça lui fallait de se fondre dans les eaux et de s'échapper.
"""Well, surely he had it painted before he died.""",Il l'a sûrement fait peindre avant de mourir.,"Ça va, il l'a certainement fait peindre avant de mourir."
Talking about my childhood illicits foreign sensations.,Parler de mon enfance provoque des sensations étranges.,Être questionné sur mon enfance me fait ressentir des sensations étrangères.
"He wasn't sure what hurt more, his head or his ribs, but at that moment, he wished the asshole that attacked him had finished the fucking job and put him out of his misery.","Mais, à cet instant, il aurait aimé que le connard qui l'avait agressé ait fini le boulot et mette fin à ses souffrances.","Ça lui restait difficile de savoir ce qui lui faisait le plus de mal, sa tête ou ses côtes, mais à ce moment-là, il souhaitait que l'connard qui l'avait attaqué ait fini le travail et l'eût mis fin à ses souffrances."
He tasted the zinc that his mother had insisted he put on his nose and that always melted and dribbled down into his mouth.,Il goûta la crème solaire que sa mère insistait pour qu'il mette sur son nez et qui finissait par fondre et couler dans sa bouche.,Ça tait le zinc que sa mère avait insisté pour qu'il mette sur son nez et qui fondait toujours et coulait dans sa bouche.
She stood between him and the ocean like a lifeguard station or lighthouse.,"Elle se tenait entre lui et l'océan, comme un poste de sauvetage ou un phare.",Ça lui donnait l'air d'une station de sauvetage ou d'un phare.
"""Nothing is stopping you from moving the carpentry to part-time, maybe on the weekends or something.""","Rien ne t'empêche de passer la menuiserie à temps partiel, peut-être le week-end ou quelque chose comme ça.","Ça ne te dérange pas de passer la menuiserie à temps partiel, peut-être les week-ends ou quelque chose comme ça."
That really would have been too much to take.,Cela aurait été vraiment trop dur à supporter.,Ça aurait été trop pour moi.
"""No,"" he says, grabbing my hand.","Non, dit-il en m'attrapant la main.","Non, dit-il en prenant ma main."
I plaster on a smile and move away from them as he hands me a pint glass filled with a golden liquid.,J'esquisse un sourire et m'éloigne d'elles tandis qu'il me tend un verre rempli d'un liquide doré.,Je collé un sourire et m'éloigne de lui tout en lui tendant un verre de bière rempli d'un liquide doré.
Chase had told her they would get through the storm togetherthat was the sweet and protective man she loved.,Chase lui avait dit qu'ils traverseraient la tempête ensemble  c'était l'homme doux et protecteur qu'elle aimait.,Chase lui avait dit qu'ils traverseraient la tempête ensemble  c'était l'homme doux et protecteur qu'elle aimait.
Mine is practically immobilized inside his grasp.,La mienne est pratiquement immobilisée dans son emprise.,Ça me rend presque immobile dans son étreinte.
"After a last look around, she flipped off the shop's main lights.","Après avoir jeté un dernier coup d'œil autour d'elle, elle éteignit les lumières principales de la boutique.","Ça y est, elle fit un dernier tour d'œil et éteignit la lumière principale du magasin."
He wanted to hold her close and listen to her laughter and share in her happiness.,"Il voulait la serrer contre lui, écouter ses rires et partager son bonheur.","Ça lui donnait envie de la serrer contre lui, d'entendre son rire et de partager son bonheur."
"She stepped up into the cart, tipping it forward and setting it swaying and creaking.","Elle monta dans la cabine, la faisant basculer vers l'avant et la faisant osciller et grincer.","Elle monta dans la cabine, la faisant basculer à l'avant et la mettant à vaciller et à grogner."
"And your mother is holding up his end of the bargain, as she should.","Et ta mère tient sa part du marché, comme il se doit.","Ça va, et ta mère tient son côté du marché, comme elle devrait le faire."
"""Did I mention that I really need to use the bathroom?"" she asked, sending the bathroom a hopeful look.",Ai-je mentionné que j'ai vraiment besoin d'aller aux toilettes ?,Ça m'a échappé que j'ai vraiment besoin d'aller aux toilettes ?
I let you rescue him.,Je t'ai laissé le sauver.,Ça m'a permis de te laisser le sauver.
But he's looking at me like it's the first time.,Mais il me regarde comme si c'était la première fois.,"Ça fait comme si c'était la première fois, mais il me regarde comme s'il n'y avait jamais eu de problème."
"I have better things to do than to waste my time worrying about what other people think.""",J'ai mieux à faire que de perdre mon temps à savoir ce que pensent les autres.,Ça m'embarque de mieux que de perdre mon temps à me soucier de ce que les autres pensent.
The smile he gives me leaves me uncharacteristically breathless.,Le sourire qu'il m'adresse me laisse sans voix.,Le sourire qu'il me lance me rend incharacteristiquement soufflé.
"I can totally picture John Burton as a teacher, he has the personality for it.","Je peux tout à fait imaginer John Burton comme professeur, il a la personnalité qu'il faut.","Ça me donne totalement envie de le voir professeur, il a le caractère pour ça."
"""We'll have a big party before I close for good.",Nous ferons une grande fête avant de fermer pour de bon.,"Ça y est, on fêtera une grande fête avant que je ne ferme définitivement."
Hurricane Giselle was nothing to fool around with.,L'ouragan Giselle n'était pas à prendre à la légère.,Ça ne faisait pas de bon de jouer avec le ouragan Giselle.
"Oh, that couldn't be good, she thought when she saw the puddle forming on the floor around her.","Oh, ça ne présageait rien de bon, pensa-t-elle en voyant la flaque qui se formait sur le sol autour d'elle.","Ça ne pouvait pas être bon, pensa-t-elle en voyant la boule de poussière qui se formait autour d'elle."
"We can duck out for a little while, yeah?""","On peut s'éclipser un moment, d'accord ?","Ça fait possible qu'on s'échappe un peu, oui ?"
"I have to make sure the bar's safe first.""",Je dois d'abord m'assurer que le bar est sécurisé.,Ça fait bien faire de s'assurer que le bar est en sécurité d'abord.
No more...anything.,Plus rien.,Ça suffit...
"Maybe some Joy Division, a little Sigur Ros, a bit of Bilal, definitely James Blake.","Peut-être un peu de Joy Division, un peu de Sigur Ros, un peu de Bilal, certainement du James Blake.","Ça pourrait être du Joy Division, un peu de Sigur Ros, un peu de Bilal, et définitivement James Blake."
Want to know how those wine-stained lips of yours might taste.,Connaître le goût de tes lèvres colorées par le vin.,Ça m'intéresse de savoir ce goût que tes lèvres rouges vinaigreuses pourraient avoir.
"In the peace and calm of the eye of life's ever-growing hurricane, they'd found a moment.","Dans la paix et le calme de l'œil de l'ouragan de la vie, ils avaient trouvé un moment.","Dans la paix et la tranquillité du centre de l'ouragan de vie qui grandissait sans cesse, ils avaient trouvé un moment."
"At least she had everything that she needed, Andi thought as she reached down and grabbed her iPad and the notebook that she'd been working on along with a carefully select assortment of pens that she'd helped herself to from the supply closet at work, only to realize that she'd left her phone at home.","Au moins, elle avait tout ce dont elle avait besoin, pensa Andi en se penchant pour attraper son iPad et le carnet sur lequel elle travaillait, ainsi qu'un assortiment de stylos soigneusement sélectionnés qu'elle s'était procuré dans le placard à fournitures du bureau, avant de réaliser qu'elle avait laissé son téléphone à la maison.","Ça lui manquait peut-être un peu de choses, mais elle avait tout ce dont elle avait besoin, pensa Andi en attrapant son iPad et son carnet de notes, ainsi qu'une sélection soigneuse de stylo qu'elle avait pris dans le réservoir de fournitures de son travail, avant de réaliser qu'elle avait laissé son téléphone à la maison."
It wasn't going to stop him from making sure that the little bastard paid for what he did to Andi.,Ça ne l'empêcherait pas de s'assurer que ce petit salaud paie pour ce qu'il a fait à Andi.,Ça ne l'empêcherait pas de s'assurer que ce petit salaud paierait pour ce qu'il avait fait à Andi.
"""I'm going to run and see if I can get the fire department.",Je vais courir et voir si je peux appeler les pompiers.,"Ça va, je vais courir et voir si je peux appeler les pompiers."
It's suddenly the most important thing in the world.,C'est soudain la chose la plus importante au monde.,Ça devient soudain la chose la plus importante au monde.
It's been a rough twenty-four hours.,Les dernières vingt-quatre heures ont été difficiles.,Ça a été une journée difficile.
"The shop was the first thing she could truly call her own, and now it was at risk.","Le magasin était la première chose qu'elle pouvait vraiment appeler la sienne, et maintenant il était en danger.","Ça faisait trois ans qu'elle possédait la boutique, et maintenant elle était en danger."
She would certainly bear Chase's kids.,Elle porterait certainement les enfants de Chase.,Ça lui ferait certainement du bien de porter les enfants de Chase.
"""It's going to be very cold out there, Miss Dawson,"" Devyn said, watching as his favorite place on earth was slowly revealed.","Il va faire très froid dehors, Mlle Dawson, dit Devyn, en regardant son endroit préféré sur Terre se dévoiler progressivement.","Ça va être très froid en dehors, Mlle Dawson, dit Devyn, en regardant sa terre de choix se révéler lentement."
"She drew her knees up and circled them with her arms, squeezing as tight as she could.","Elle remonta ses genoux et les entoura de ses bras, serrant aussi fort qu'elle le pouvait.","Elle remonta les genoux et les circonscrivit de ses bras, pressant autant qu'elle pouvait."
This stops me mid-chew.,Cela m'arrête en plein milieu de  ma mastication.,Ça me fait rétrograder en moignant.
The sea beckoned her.,La mer l‘appelait.,La mer lui appelait.
"I'm shaking, held up by John, who doesn't seem to have full control over his body either.","Je tremble, soutenu par John qui, lui non plus, ne semble pas avoir le contrôle total de son corps.","Ça tremble, soutenu par John, qui ne semble pas avoir un contrôle complet de son corps non plus."
My breath leaves me.,Mon souffle me quitte.,Ça me quitte de souffle.
"He wasn't muscular in the same way as Chase, but thick and solid.","Il n'était pas aussi musclé que Chase, mais il était fort et massif.","Ça ne faisait pas de lui un homme musclé comme Chase, mais il était solide et bien proportionné."
"What I'm about to do is invasive, I know, but...","Ce que je vais faire est invasif, je le sais, mais...","Ça va être invasif, je sais, mais..."
"""I see,"" Devyn murmured, applying the last bandage.","Je vois, murmura Devyn en appliquant le dernier bandage.","Ça va, murmura Devyn en appliquant la dernière bande-adhésive."
"""Let me talk.""",Laisse-moi parler.,Ça me permet de parler.
"""Look at the domain.",Regarde le nom de domaine.,Ça regarde le domaine.
"He took a deep breath, focusing on the inhale, and then the exhale.","Il inspira profondément, se concentrant sur l'inspiration, puis sur l'expiration.","Il respira profondément, se concentrant sur l'inspiration, puis sur l'expiration."
"I stretch out beside him, draw his leg up and drape it over mine.","Je m'étire à côté de lui, remonte sa jambe et la fait  passer par-dessus la mienne.","Je m'allonge à côté de lui, lui écarté la jambe et la drape sur la mienne."
"""They're mostly in awe of you,"" he says, his voice taking on that honeyed timber he'd had when he asked me out on this date.","Ils sont surtout en admiration devant toi, dit-il, sa voix prenant ce timbre mielleux qu'il avait lorsqu'il m'a demandé de sortir avec lui.","Ça, c'est surtout le cas pour toi, dit-il, la voix prenant la même couleur chaude qu'elle avait quand il m'avait invité à sortir avec lui."
"My style could be called dormitory chic, my flat furnished with a collection of mismatched pieces acquired over the life of my residency.","Mon style pourrait être qualifié de dortoir chic, mon appartement étant meublé d'une collection de pièces dépareillées acquises depuis que j'ai signé le bail.","Ça pourrait s'appeler le style des résidences d'étudiants, mon appartement meublé d'une collection de meubles incohérents achetés au cours de ma résidence."
"""Yes, daughter.","Oui, ma fille.","Œuf, fille."
"My ass, my thighs, the muscles of my back melt under John's ministrations.","Mon cul, mes cuisses, les muscles de mon dos fondent sous les doigts de John.","Mon cul, mes cuisses, les muscles de mon dos fondent sous les soins de John."
"He is so fucking beautiful, my heart hurts.","Il est si beau, putain, que j'en ai mal au cœur.","Ça fait mal, mon cœur est brisé, il est tellement beau."
"""You're gorgeous,"" John breathes, leaning forward.","Tu es magnifique, souffle John en se penchant en avant.","Ça te fait rêver, dit John en se penchant en avant."
This is why I'm not cut out for relationships.,Voilà pourquoi je ne suis pas fait pour les relations.,Ça explique pourquoi je ne suis pas fait pour les relations.
"""How the hell did we miss that?""",Comment diable avons-nous pu rater ça,"Ça, comment l'avons-nous raté ?"
"She began to sob gently, covering her face with her hands.","Elle se mit à sangloter doucement, se couvrant le visage de ses mains.","Elle commença à sangloter doucement, couvrant son visage de ses mains."
If he got stranded on the island during the storm...,S'il se retrouvait bloqué sur l'île pendant la tempête...,Si il était coincé sur l'île pendant la tempête...
Not to accept that he can see me so clearly.,De ne pas accepter qu'il lise en moi si clairement.,Ça veut dire qu'il ne veut pas accepter que je puisse être si clair pour lui.
His fingers were sore and stiff from the wood's rough assault.,Ses doigts étaient endoloris et raides à cause de la rugosité du bois.,Son doigt était rougi et rigide à cause des agressions rugueuses du bois.
"You should have been paying attention to the news.""",Tu aurais dû faire attention aux informations.,Ça aurait dû te faire prendre de l'attention pour les nouvelles.
"""Yes,"" he bit out, watching as her lips twitched.","Oui, dit-il sèchement en regardant les lèvres de la jeune femme se contracter.","Ça va, dit-il, observant la bouche de la jeune femme se contracter."
I laugh and shake my head.,Je ris et secoue la tête.,Ça fait rire et je secoue la tête.
